"Genes"	"Synonyms"	"Accession-1"	"Accession-2"	"Names"	"Object ID"
"SBE2"		"YDR351W"		"SBE2" // "YDR351W"	"G3O-29905"
"SBE22"		"YHR103W"		"SBE22" // "YHR103W"	"G3O-31148"
"SBH1"		"YER087C-B"		"SBH1" // "YER087C-B"	"G3O-30349"
"SBH2"		"YER019C-A"		"SBH2" // "YER019C-A"	"G3O-30348"
"SBP1"		"YHL034C"		"SBP1" // "YHL034C"	"G3O-31053"
"SCC2"		"YDR180W"		"SCC2" // "YDR180W"	"G3O-29769"
"SCC4"		"YER147C"		"SCC4" // "YER147C"	"G3O-30308"
"SCD5"		"YOR329C"		"SCD5" // "YOR329C"	"G3O-33806"
"SCD6"		"YPR129W"		"SCD6" // "YPR129W"	"G3O-34266"
"SCEI"		"Q0160"		"SCEI" // "Q0160"	"G3O-34385"
"SCH9"		"YHR205W"		"SCH9" // "YHR205W"	"G3O-31231"
"SCJ1"		"YMR214W"		"SCJ1" // "YMR214W"	"G3O-32897"
"SCL1"		"YGL011C"		"SCL1" // "YGL011C"	"G3O-30533"
"SCM3"		"YDL139C"		"SCM3" // "YDL139C"	"G3O-29538"
"SCM4"		"YGR049W"		"SCM4" // "YGR049W"	"G3O-30767"
"SCO1"		"YBR037C"		"SCO1" // "YBR037C"	"G3O-29012"
"SCO2"		"YBR024W"		"SCO2" // "YBR024W"	"G3O-29004"
"SCP1"		"YOR367W"		"SCP1" // "YOR367W"	"G3O-33835"
"SCP160"		"YJL080C"		"SCP160" // "YJL080C"	"G3O-31537"
"SCR1"		"SCR1"		"SCR1" // "SCR1"	"G3O-30361"
"SCS2"		"YER120W"		"SCS2" // "YER120W"	"G3O-30284"
"SCS22"		"YBL091C-A"		"SCS22" // "YBL091C-A"	"G3O-29247"
"SCS3"		"YGL126W"		"SCS3" // "YGL126W"	"G3O-30622"
"SCS7"	"FAH1" // "hydroxylase"	"SCS7"		"SCS7" // "FAH1" // "hydroxylase" // "SCS7"	"YMR272C"
"SCT1"	"G3O-28917" // "YBL011W" // "GAT2" // "GPT1"	"YBL011W"		"SCT1" // "G3O-28917" // "YBL011W" // "GAT2" // "GPT1" // "YBL011W"	"G3O-4104"
"SCW10"		"SCW10"		"SCW10" // "SCW10"	"YMR305C"
"SCW11"		"YGL028C"		"SCW11" // "YGL028C"	"G3O-30544"
"SCW4"		"SCW4"		"SCW4" // "SCW4"	"YGR279C"
"SCY1"		"YGL083W"		"SCY1" // "YGL083W"	"G3O-30584"
"SDA1"		"YGR245C"		"SDA1" // "YGR245C"	"G3O-30920"
"SDC1"		"YDR469W"		"SDC1" // "YDR469W"	"G3O-29996"
"SDH1"	"SDHA" // "succinate dehydrogenase"	"SDH1"		"SDH1" // "SDHA" // "succinate dehydrogenase" // "SDH1"	"YKL148C"
"SDH2"	"SDHB" // "ACN17"	"SDH2"		"SDH2" // "SDHB" // "ACN17" // "SDH2"	"YLL041C"
"SDH3"	"YKL4" // "CYB3" // "succinate dehydrogenase"	"SDH3"		"SDH3" // "YKL4" // "CYB3" // "succinate dehydrogenase" // "SDH3"	"YKL141W"
"SDH4"	"ACN18"	"SDH4"		"SDH4" // "ACN18" // "SDH4"	"YDR178W"
"SDO1"		"YLR022C"		"SDO1" // "YLR022C"	"G3O-32183"
"SDP1"		"YIL113W"		"SDP1" // "YIL113W"	"G3O-31367"
"SDS22"		"YKL193C"		"SDS22" // "YKL193C"	"G3O-31955"
"SDS23"		"YGL056C"		"SDS23" // "YGL056C"	"G3O-30564"
"SDS24"		"YBR214W"		"SDS24" // "YBR214W"	"G3O-29151"
"SDS3"		"YIL084C"		"SDS3" // "YIL084C"	"G3O-31346"
"SDT1"		"YGL224C"		"SDT1" // "YGL224C"	"G3O-30698"
"SEA4"		"YBL104C"		"SEA4" // "YBL104C"	"G3O-28988"
"SEC1"		"YDR164C"		"SEC1" // "YDR164C"	"G3O-29754"
"SEC10"		"YLR166C"		"SEC10" // "YLR166C"	"G3O-32296"
"SEC11"		"SEC11"		"SEC11" // "SEC11"	"YIR022W"
"SEC12"		"YNR026C"		"SEC12" // "YNR026C"	"G3O-33339"
"SEC13"		"YLR208W"		"SEC13" // "YLR208W"	"G3O-32326"
"SEC14"		"YMR079W"		"SEC14" // "YMR079W"	"G3O-32781"
"SEC15"		"YGL233W"		"SEC15" // "YGL233W"	"G3O-30707"
"SEC16"		"YPL085W"		"SEC16" // "YPL085W"	"G3O-33991"
"SEC17"		"YBL050W"		"SEC17" // "YBL050W"	"G3O-28949"
"SEC18"		"YBR080C"		"SEC18" // "YBR080C"	"G3O-29048"
"SEC2"		"YNL272C"		"SEC2" // "YNL272C"	"G3O-33266"
"SEC20"		"YDR498C"		"SEC20" // "YDR498C"	"G3O-30021"
"SEC21"		"YNL287W"		"SEC21" // "YNL287W"	"G3O-33277"
"SEC22"		"YLR268W"		"SEC22" // "YLR268W"	"G3O-32368"
"SEC23"		"YPR181C"		"SEC23" // "YPR181C"	"G3O-34306"
"SEC24"		"YIL109C"		"SEC24" // "YIL109C"	"G3O-31364"
"SEC26"		"YDR238C"		"SEC26" // "YDR238C"	"G3O-29813"
"SEC27"		"YGL137W"		"SEC27" // "YGL137W"	"G3O-30632"
"SEC28"		"YIL076W"		"SEC28" // "YIL076W"	"G3O-31341"
"SEC3"		"YER008C"		"SEC3" // "YER008C"	"G3O-30195"
"SEC31"		"YDL195W"		"SEC31" // "YDL195W"	"G3O-29580"
"SEC39"		"YLR440C"		"SEC39" // "YLR440C"	"G3O-32496"
"SEC4"		"YFL005W"		"SEC4" // "YFL005W"	"G3O-30450"
"SEC5"		"YDR166C"		"SEC5" // "YDR166C"	"G3O-29755"
"SEC53"	"ALG4"	"SEC53"		"SEC53" // "ALG4" // "SEC53"	"YFL045C"
"SEC59"		"SEC59"		"SEC59" // "SEC59"	"YMR013C"
"SEC6"		"YIL068C"		"SEC6" // "YIL068C"	"G3O-31335"
"SEC61"		"YLR378C"		"SEC61" // "YLR378C"	"G3O-32445"
"SEC62"		"YPL094C"		"SEC62" // "YPL094C"	"G3O-33998"
"SEC63"		"YOR254C"		"SEC63" // "YOR254C"	"G3O-33745"
"SEC65"		"YML105C"		"SEC65" // "YML105C"	"G3O-32689"
"SEC66"		"YBR171W"		"SEC66" // "YBR171W"	"G3O-29119"
"SEC7"		"YDR170C"		"SEC7" // "YDR170C"	"G3O-29759"
"SEC72"		"YLR292C"		"SEC72" // "YLR292C"	"G3O-32387"
"SEC8"		"YPR055W"		"SEC8" // "YPR055W"	"G3O-34207"
"SEC9"		"YGR009C"		"SEC9" // "YGR009C"	"G3O-30739"
"SED1"		"YDR077W"		"SED1" // "YDR077W"	"G3O-29682"
"SED4"		"YCR067C"		"SED4" // "YCR067C"	"G3O-29370"
"SED5"		"YLR026C"		"SED5" // "YLR026C"	"G3O-32187"
"SEE1"		"YIL064W"		"SEE1" // "YIL064W"	"G3O-31332"
"SEF1"		"YBL066C"		"SEF1" // "YBL066C"	"G3O-28962"
"SEG1"		"YMR086W"		"SEG1" // "YMR086W"	"G3O-32786"
"SEG2"		"YKL105C"		"SEG2" // "YKL105C"	"G3O-31892"
"SEH1"		"YGL100W"		"SEH1" // "YGL100W"	"G3O-30600"
"SEM1"		"YDR363W-A"		"SEM1" // "YDR363W-A"	"G3O-30088"
"SEN1"		"YLR430W"		"SEN1" // "YLR430W"	"G3O-32489"
"SEN15"		"YMR059W"		"SEN15" // "YMR059W"	"G3O-32762"
"SEN2"		"YLR105C"		"SEN2" // "YLR105C"	"G3O-32253"
"SEN34"		"YAR008W"		"SEN34" // "YAR008W"	"G3O-28870"
"SEN54"		"YPL083C"		"SEN54" // "YPL083C"	"G3O-33989"
"SEO1"		"YAL067C"		"SEO1" // "YAL067C"	"G3O-28866"
"SER1"	"ADE9" // "phosphoserine aminotransferase"	"SER1"		"SER1" // "ADE9" // "phosphoserine aminotransferase" // "SER1"	"YOR184W"
"SER2"		"SER2"		"SER2" // "SER2"	"YGR208W"
"SER3"		"SER3"		"SER3" // "SER3"	"YER081W"
"SER33"		"SER33"		"SER33" // "SER33"	"YIL074C"
"SES1"		"YDR023W"		"SES1" // "YDR023W"	"G3O-29640"
"SET1"		"YHR119W"		"SET1" // "YHR119W"	"G3O-31161"
"SET2"		"YJL168C"		"SET2" // "YJL168C"	"G3O-31606"
"SET3"		"YKR029C"		"SET3" // "YKR029C"	"G3O-32005"
"SET4"		"YJL105W"		"SET4" // "YJL105W"	"G3O-31559"
"SET5"		"YHR207C"		"SET5" // "YHR207C"	"G3O-31233"
"SET6"		"YPL165C"		"SET6" // "YPL165C"	"G3O-34061"
"SEY1"		"YOR165W"		"SEY1" // "YOR165W"	"G3O-33681"
"SFA1"	"ADH5" // "acylglycerone-phosphate reductase"	"SFA1"		"SFA1" // "ADH5" // "acylglycerone-phosphate reductase" // "SFA1"	"YDL168W"
"SFB2"		"YNL049C"		"SFB2" // "YNL049C"	"G3O-33082"
"SFB3"		"YHR098C"		"SFB3" // "YHR098C"	"G3O-31143"
"SFC1"		"YJR095W"		"SFC1" // "YJR095W"	"G3O-31723"
"SFG1"		"YOR315W"		"SFG1" // "YOR315W"	"G3O-33797"
"SFH1"		"YLR321C"		"SFH1" // "YLR321C"	"G3O-32405"
"SFH5"		"YJL145W"		"SFH5" // "YJL145W"	"G3O-31589"
"SFI1"		"YLL003W"		"SFI1" // "YLL003W"	"G3O-32108"
"SFK1"		"YKL051W"		"SFK1" // "YKL051W"	"G3O-31852"
"SFL1"		"YOR140W"		"SFL1" // "YOR140W"	"G3O-33661"
"SFM1"		"YOR021C"		"SFM1" // "YOR021C"	"G3O-33569"
"SFP1"		"YLR403W"		"SFP1" // "YLR403W"	"G3O-32465"
"SFT1"		"YKL006C-A"		"SFT1" // "YKL006C-A"	"G3O-32070"
"SFT2"		"YBL102W"		"SFT2" // "YBL102W"	"G3O-28986"
"SGA1"	"G-10443" // "SGA"	"SGA1"		"SGA1" // "G-10443" // "SGA" // "SGA1"	"YIL099W"
"SGD1"		"YLR336C"		"SGD1" // "YLR336C"	"G3O-32415"
"SGE1"		"YPR198W"		"SGE1" // "YPR198W"	"G3O-34318"
"SGF11"		"YPL047W"		"SGF11" // "YPL047W"	"G3O-33960"
"SGF29"		"YCL010C"		"SGF29" // "YCL010C"	"G3O-29279"
"SGF73"		"YGL066W"		"SGF73" // "YGL066W"	"G3O-30571"
"SGM1"		"YJR134C"		"SGM1" // "YJR134C"	"G3O-31751"
"SGN1"		"YIR001C"		"SGN1" // "YIR001C"	"G3O-31422"
"SGO1"		"YOR073W"		"SGO1" // "YOR073W"	"G3O-33611"
"SGS1"		"YMR190C"		"SGS1" // "YMR190C"	"G3O-32877"
"SGT1"		"YOR057W"		"SGT1" // "YOR057W"	"G3O-33597"
"SGT2"		"YOR007C"		"SGT2" // "YOR007C"	"G3O-33557"
"SGV1"		"YPR161C"		"SGV1" // "YPR161C"	"G3O-34290"
"SHB17"		"YKR043C"		"SHB17" // "YKR043C"	"G3O-32014"
"SHC1"		"YER096W"		"SHC1" // "YER096W"	"G3O-30263"
"SHE1"		"YBL031W"		"SHE1" // "YBL031W"	"G3O-28934"
"SHE10"		"YGL228W"		"SHE10" // "YGL228W"	"G3O-30702"
"SHE2"		"YKL130C"		"SHE2" // "YKL130C"	"G3O-31911"
"SHE3"		"YBR130C"		"SHE3" // "YBR130C"	"G3O-29085"
"SHE4"		"YOR035C"		"SHE4" // "YOR035C"	"G3O-33581"
"SHE9"		"YDR393W"		"SHE9" // "YDR393W"	"G3O-29941"
"SHG1"		"YBR258C"		"SHG1" // "YBR258C"	"G3O-29182"
"SHH3"		"YMR118C"		"SHH3" // "YMR118C"	"G3O-32813"
"SHH4"		"YLR164W"		"SHH4" // "YLR164W"	"G3O-32294"
"SHM1"	"TMP3" // "SHMT1"	"SHM1"		"SHM1" // "TMP3" // "SHMT1" // "SHM1"	"YBR263W"
"SHM2"	"SHMT2"	"SHM2"		"SHM2" // "SHMT2" // "SHM2"	"YLR058C"
"SHO1"		"YER118C"		"SHO1" // "YER118C"	"G3O-30282"
"SHP1"		"YBL058W"		"SHP1" // "YBL058W"	"G3O-28956"
"SHQ1"		"YIL104C"		"SHQ1" // "YIL104C"	"G3O-31360"
"SHR3"		"YDL212W"		"SHR3" // "YDL212W"	"G3O-29594"
"SHR5"		"YOL110W"		"SHR5" // "YOL110W"	"G3O-33507"
"SHS1"		"YDL225W"		"SHS1" // "YDL225W"	"G3O-29605"
"SHU1"		"YHL006C"		"SHU1" // "YHL006C"	"G3O-31028"
"SHU2"		"YDR078C"		"SHU2" // "YDR078C"	"G3O-29683"
"SHY1"		"YGR112W"		"SHY1" // "YGR112W"	"G3O-30821"
"SIA1"		"YOR137C"		"SIA1" // "YOR137C"	"G3O-33659"
"SIC1"		"YLR079W"		"SIC1" // "YLR079W"	"G3O-32230"
"SIF2"		"YBR103W"		"SIF2" // "YBR103W"	"G3O-29065"
"SIL1"		"YOL031C"		"SIL1" // "YOL031C"	"G3O-33447"
"SIM1"		"YIL123W"		"SIM1" // "YIL123W"	"G3O-31376"
"SIN3"		"YOL004W"		"SIN3" // "YOL004W"	"G3O-33421"
"SIN4"		"YNL236W"		"SIN4" // "YNL236W"	"G3O-33235"
"SIP1"		"YDR422C"		"SIP1" // "YDR422C"	"G3O-29963"
"SIP18"		"YMR175W"		"SIP18" // "YMR175W"	"G3O-32863"
"SIP2"		"YGL208W"		"SIP2" // "YGL208W"	"G3O-30685"
"SIP3"		"YNL257C"		"SIP3" // "YNL257C"	"G3O-33253"
"SIP4"		"YJL089W"		"SIP4" // "YJL089W"	"G3O-31544"
"SIP5"		"YMR140W"		"SIP5" // "YMR140W"	"G3O-32833"
"SIR1"		"YKR101W"		"SIR1" // "YKR101W"	"G3O-32063"
"SIR2"	"MAR1"	"SIR2"		"SIR2" // "MAR1" // "SIR2"	"YDL042C"
"SIR3"		"YLR442C"		"SIR3" // "YLR442C"	"G3O-32498"
"SIR4"		"YDR227W"		"SIR4" // "YDR227W"	"G3O-29806"
"SIS1"		"YNL007C"		"SIS1" // "YNL007C"	"G3O-33049"
"SIS2"	"HAL3"	"SIS2"		"SIS2" // "HAL3" // "SIS2"	"YKR072C"
"SIT1"		"YEL065W"		"SIT1" // "YEL065W"	"G3O-30180"
"SIT4"		"YDL047W"		"SIT4" // "YDL047W"	"G3O-29466"
"SIW14"		"YNL032W"		"SIW14" // "YNL032W"	"G3O-33069"
"SIZ1"		"YDR409W"		"SIZ1" // "YDR409W"	"G3O-29952"
"SKG1"		"YKR100C"		"SKG1" // "YKR100C"	"G3O-32062"
"SKG3"		"YLR187W"		"SKG3" // "YLR187W"	"G3O-32310"
"SKG6"		"YHR149C"		"SKG6" // "YHR149C"	"G3O-31184"
"SKI2"		"YLR398C"		"SKI2" // "YLR398C"	"G3O-32462"
"SKI3"		"YPR189W"		"SKI3" // "YPR189W"	"G3O-34312"
"SKI6"		"YGR195W"		"SKI6" // "YGR195W"	"G3O-30881"
"SKI7"		"YOR076C"		"SKI7" // "YOR076C"	"G3O-33613"
"SKI8"		"YGL213C"		"SKI8" // "YGL213C"	"G3O-30690"
"SKM1"		"YOL113W"		"SKM1" // "YOL113W"	"G3O-33510"
"SKN1"		"YGR143W"		"SKN1" // "YGR143W"	"G3O-30847"
"SKN7"		"YHR206W"		"SKN7" // "YHR206W"	"G3O-31232"
"SKO1"		"YNL167C"		"SKO1" // "YNL167C"	"G3O-33183"
"SKP1"		"YDR328C"		"SKP1" // "YDR328C"	"G3O-29884"
"SKP2"		"YNL311C"		"SKP2" // "YNL311C"	"G3O-33298"
"SKS1"		"YPL026C"		"SKS1" // "YPL026C"	"G3O-33942"
"SKT5"		"YBL061C"		"SKT5" // "YBL061C"	"G3O-28959"
"SKY1"		"YMR216C"		"SKY1" // "YMR216C"	"G3O-32899"
"SLA1"		"YBL007C"		"SLA1" // "YBL007C"	"G3O-28913"
"SLA2"		"YNL243W"		"SLA2" // "YNL243W"	"G3O-33240"
"SLC1"		"SLC1"		"SLC1" // "SLC1"	"YDL052C"
"SLD2"		"YKL108W"		"SLD2" // "YKL108W"	"G3O-31894"
"SLD3"		"YGL113W"		"SLD3" // "YGL113W"	"G3O-30611"
"SLD5"		"YDR489W"		"SLD5" // "YDR489W"	"G3O-30013"
"SLD7"		"YOR060C"		"SLD7" // "YOR060C"	"G3O-33600"
"SLF1"		"YDR515W"		"SLF1" // "YDR515W"	"G3O-30034"
"SLG1"		"YOR008C"		"SLG1" // "YOR008C"	"G3O-33558"
"SLH1"		"YGR271W"		"SLH1" // "YGR271W"	"G3O-30937"
"SLI1"		"YGR212W"		"SLI1" // "YGR212W"	"G3O-30894"
"SLI15"		"YBR156C"		"SLI15" // "YBR156C"	"G3O-29106"
"SLK19"		"YOR195W"		"SLK19" // "YOR195W"	"G3O-33704"
"SLM1"		"YIL105C"		"SLM1" // "YIL105C"	"G3O-31361"
"SLM2"		"YNL047C"		"SLM2" // "YNL047C"	"G3O-33081"
"SLM3"	"MTO2" // "MTU1"	"YDL033C"		"SLM3" // "MTO2" // "MTU1" // "YDL033C"	"G3O-29458"
"SLM4"		"YBR077C"		"SLM4" // "YBR077C"	"G3O-29045"
"SLM5"		"YCR024C"		"SLM5" // "YCR024C"	"G3O-29339"
"SLN1"		"YIL147C"		"SLN1" // "YIL147C"	"G3O-31396"
"SLO1"		"YER180C-A"		"SLO1" // "YER180C-A"	"G3O-30393"
"SLP1"		"YOR154W"		"SLP1" // "YOR154W"	"G3O-33671"
"SLS1"		"YLR139C"		"SLS1" // "YLR139C"	"G3O-32279"
"SLT2"		"YHR030C"		"SLT2" // "YHR030C"	"G3O-31090"
"SLU7"		"YDR088C"		"SLU7" // "YDR088C"	"G3O-29693"
"SLX1"		"YBR228W"		"SLX1" // "YBR228W"	"G3O-29161"
"SLX4"		"YLR135W"		"SLX4" // "YLR135W"	"G3O-32275"
"SLX5"		"YDL013W"		"SLX5" // "YDL013W"	"G3O-29443"
"SLX8"		"YER116C"		"SLX8" // "YER116C"	"G3O-30280"
"SLX9"		"YGR081C"		"SLX9" // "YGR081C"	"G3O-30793"
"SLY1"		"YDR189W"		"SLY1" // "YDR189W"	"G3O-29777"
"SLY41"		"YOR307C"		"SLY41" // "YOR307C"	"G3O-33791"
"SLZ1"		"YNL196C"		"SLZ1" // "YNL196C"	"G3O-33206"
"SMA1"		"YPL027W"		"SMA1" // "YPL027W"	"G3O-33943"
"SMA2"		"YML066C"		"SMA2" // "YML066C"	"G3O-32661"
"SMB1"		"YER029C"		"SMB1" // "YER029C"	"G3O-30210"
"SMC1"		"YFL008W"		"SMC1" // "YFL008W"	"G3O-30448"
"SMC2"		"YFR031C"		"SMC2" // "YFR031C"	"G3O-30479"
"SMC3"		"YJL074C"		"SMC3" // "YJL074C"	"G3O-31532"
"SMC4"		"YLR086W"		"SMC4" // "YLR086W"	"G3O-32237"
"SMC5"		"YOL034W"		"SMC5" // "YOL034W"	"G3O-33450"
"SMC6"		"YLR383W"		"SMC6" // "YLR383W"	"G3O-32449"
"SMD1"		"YGR074W"		"SMD1" // "YGR074W"	"G3O-30786"
"SMD2"		"YLR275W"		"SMD2" // "YLR275W"	"G3O-32374"
"SMD3"		"YLR147C"		"SMD3" // "YLR147C"	"G3O-32283"
"SME1"		"YOR159C"		"SME1" // "YOR159C"	"G3O-33676"
"SMF1"		"YOL122C"		"SMF1" // "YOL122C"	"G3O-33518"
"SMF2"		"YHR050W"		"SMF2" // "YHR050W"	"G3O-31105"
"SMF3"		"YLR034C"		"SMF3" // "YLR034C"	"G3O-32193"
"SMI1"	"KNR4"	"YGR229C"		"SMI1" // "KNR4" // "YGR229C"	"G3O-30907"
"SMK1"		"YPR054W"		"SMK1" // "YPR054W"	"G3O-34206"
"SML1"		"YML058W"		"SML1" // "YML058W"	"G3O-32653"
"SMM1"		"YNR015W"		"SMM1" // "YNR015W"	"G3O-33331"
"SMP1"		"YBR182C"		"SMP1" // "YBR182C"	"G3O-29126"
"SMP3"	"SAP2" // "LAS2"	"SMP3"		"SMP3" // "SAP2" // "LAS2" // "SMP3"	"YOR149C"
"SMT3"		"YDR510W"		"SMT3" // "YDR510W"	"G3O-30030"
"SMX2"		"YFL017W-A"		"SMX2" // "YFL017W-A"	"G3O-30503"
"SMX3"		"YPR182W"		"SMX3" // "YPR182W"	"G3O-34307"
"SMY1"		"YKL079W"		"SMY1" // "YKL079W"	"G3O-31874"
"SMY2"		"YBR172C"		"SMY2" // "YBR172C"	"G3O-29120"
"SNA2"		"YDR525W-A"		"SNA2" // "YDR525W-A"	"G3O-30089"
"SNA3"		"YJL151C"		"SNA3" // "YJL151C"	"G3O-31594"
"SNA4"		"YDL123W"		"SNA4" // "YDL123W"	"G3O-29522"
"SNC1"		"YAL030W"		"SNC1" // "YAL030W"	"G3O-28841"
"SNC2"		"YOR327C"		"SNC2" // "YOR327C"	"G3O-33804"
"SNF1"		"YDR477W"		"SNF1" // "YDR477W"	"G3O-30003"
"SNF11"		"YDR073W"		"SNF11" // "YDR073W"	"G3O-29679"
"SNF12"		"YNR023W"		"SNF12" // "YNR023W"	"G3O-33337"
"SNF2"		"YOR290C"		"SNF2" // "YOR290C"	"G3O-33775"
"SNF3"		"YDL194W"		"SNF3" // "YDL194W"	"G3O-29579"
"SNF4"		"YGL115W"		"SNF4" // "YGL115W"	"G3O-30613"
"SNF5"		"YBR289W"		"SNF5" // "YBR289W"	"G3O-29208"
"SNF6"		"YHL025W"		"SNF6" // "YHL025W"	"G3O-31045"
"SNF7"		"YLR025W"		"SNF7" // "YLR025W"	"G3O-32186"
"SNF8"		"YPL002C"		"SNF8" // "YPL002C"	"G3O-33921"
"SNG1"		"YGR197C"		"SNG1" // "YGR197C"	"G3O-30883"
"SNL1"		"YIL016W"		"SNL1" // "YIL016W"	"G3O-31292"
"SNM1"		"YDR478W"		"SNM1" // "YDR478W"	"G3O-30004"
"SNN1"		"YNL086W"		"SNN1" // "YNL086W"	"G3O-33115"
"SNO1"		"YMR095C"		"SNO1" // "YMR095C"	"G3O-32795"
"SNO2"		"YNL334C"		"SNO2" // "YNL334C"	"G3O-33317"
"SNO3"		"YFL060C"		"SNO3" // "YFL060C"	"G3O-30407"
"SNO4"		"YMR322C"		"SNO4" // "YMR322C"	"G3O-32985"
"SNP1"		"YIL061C"		"SNP1" // "YIL061C"	"G3O-31329"
"SNQ2"		"YDR011W"		"SNQ2" // "YDR011W"	"G3O-29630"
"SNR10"		"snR10"		"SNR10" // "snR10"	"G3O-31005"
"SNR11"		"snR11"		"SNR11" // "snR11"	"G3O-33011"
"SNR128"		"snR128"		"SNR128" // "snR128"	"G3O-31774"
"SNR13"		"snR13"		"SNR13" // "snR13"	"G3O-30054"
"SNR14"		"snR14"		"SNR14" // "snR14"	"G3O-30363"
"SNR161"		"snR161"		"SNR161" // "snR161"	"G3O-29274"
"SNR17A"		"snR17a"		"SNR17A" // "snR17a"	"G3O-33882"
"SNR17B"		"snR17b"		"SNR17B" // "snR17b"	"G3O-34359"
"SNR18"		"snR18"		"SNR18" // "snR18"	"G3O-28900"
"SNR189"		"snR189"		"SNR189" // "snR189"	"G3O-29418"
"SNR19"		"snR19"		"SNR19" // "snR19"	"G3O-33398"
"SNR190"		"snR190"		"SNR190" // "snR190"	"G3O-31775"
"SNR191"		"snR191"		"SNR191" // "snR191"	"G3O-33417"
"SNR24"		"snR24"		"SNR24" // "snR24"	"G3O-33021"
"SNR3"		"snR3"		"SNR3" // "snR3"	"G3O-31772"
"SNR30"		"snR30"		"SNR30" // "snR30"	"G3O-32569"
"SNR31"		"snR31"		"SNR31" // "snR31"	"G3O-33883"
"SNR32"		"snR32"		"SNR32" // "snR32"	"G3O-31259"
"SNR33"		"snR33"		"SNR33" // "snR33"	"G3O-29417"
"SNR34"		"snR34"		"SNR34" // "snR34"	"G3O-32535"
"SNR35"		"snR35"		"SNR35" // "snR35"	"G3O-33884"
"SNR36"		"snR36"		"SNR36" // "snR36"	"G3O-33885"
"SNR37"		"snR37"		"SNR37" // "snR37"	"G3O-31773"
"SNR38"		"snR38"		"SNR38" // "snR38"	"G3O-32093"
"SNR39"		"snR39"		"SNR39" // "snR39"	"G3O-30993"
"SNR39B"		"snR39B"		"SNR39B" // "snR39B"	"G3O-30994"
"SNR4"		"snR4"		"SNR4" // "snR4"	"G3O-30362"
"SNR40"		"snR40"		"SNR40" // "snR40"	"G3O-33399"
"SNR41"		"snR41"		"SNR41" // "snR41"	"G3O-34349"
"SNR42"		"snR42"		"SNR42" // "snR42"	"G3O-32074"
"SNR43"		"snR43"		"SNR43" // "snR43"	"G3O-29403"
"SNR44"		"snR44"		"SNR44" // "snR44"	"G3O-32536"
"SNR45"		"snR45"		"SNR45" // "snR45"	"G3O-34330"
"SNR46"		"snR46"		"SNR46" // "snR46"	"G3O-30956"
"SNR47"		"snR47"		"SNR47" // "snR47"	"G3O-30055"
"SNR48"		"snR48"		"SNR48" // "snR48"	"G3O-30953"
"SNR49"		"snR49"		"SNR49" // "snR49"	"G3O-33405"
"SNR5"		"snR5"		"SNR5" // "snR5"	"G3O-33880"
"SNR50"		"snR50"		"SNR50" // "snR50"	"G3O-33855"
"SNR51"		"snR51"		"SNR51" // "snR51"	"G3O-34327"
"SNR52"		"snR52"		"SNR52" // "snR52"	"G3O-30357"
"SNR53"		"snR53"		"SNR53" // "snR53"	"G3O-30358"
"SNR54"		"snR54"		"SNR54" // "snR54"	"G3O-32987"
"SNR55"		"snR55"		"SNR55" // "snR55"	"G3O-32520"
"SNR56"		"snR56"		"SNR56" // "snR56"	"G3O-29231"
"SNR57"		"snR57"		"SNR57" // "snR57"	"G3O-32521"
"SNR58"		"snR58"		"SNR58" // "snR58"	"G3O-33856"
"SNR59"		"snR59"		"SNR59" // "snR59"	"G3O-34328"
"SNR6"		"snR6"		"SNR6" // "snR6"	"G3O-32534"
"SNR60"		"snR60"		"SNR60" // "snR60"	"G3O-31771"
"SNR61"		"snR61"		"SNR61" // "snR61"	"G3O-32522"
"SNR62"		"snR62"		"SNR62" // "snR62"	"G3O-33857"
"SNR63"		"snR63"		"SNR63" // "snR63"	"G3O-30053"
"SNR64"		"snR64"		"SNR64" // "snR64"	"G3O-32072"
"SNR65"		"snR65"		"SNR65" // "snR65"	"G3O-29402"
"SNR66"		"snR66"		"SNR66" // "snR66"	"G3O-33382"
"SNR67"		"snR67"		"SNR67" // "snR67"	"G3O-30359"
"SNR68"		"snR68"		"SNR68" // "snR68"	"G3O-31459"
"SNR69"		"snR69"		"SNR69" // "snR69"	"G3O-32073"
"SNR7-L"		"snR7-L"		"SNR7-L" // "snR7-L"	"G3O-30954"
"SNR7-S"		"snR7-S"		"SNR7-S" // "snR7-S"	"G3O-30955"
"SNR70"		"snR70"		"SNR70" // "snR70"	"G3O-34329"
"SNR71"		"snR71"		"SNR71" // "snR71"	"G3O-31247"
"SNR72"		"snR72"		"SNR72" // "snR72"	"G3O-33012"
"SNR73"		"snR73"		"SNR73" // "snR73"	"G3O-33013"
"SNR74"		"snR74"		"SNR74" // "snR74"	"G3O-33014"
"SNR75"		"snR75"		"SNR75" // "snR75"	"G3O-33015"
"SNR76"		"snR76"		"SNR76" // "snR76"	"G3O-33016"
"SNR77"		"snR77"		"SNR77" // "snR77"	"G3O-33017"
"SNR78"		"snR78"		"SNR78" // "snR78"	"G3O-33018"
"SNR79"		"snR79"		"SNR79" // "snR79"	"G3O-32561"
"SNR8"		"snR8"		"SNR8" // "snR8"	"G3O-33858"
"SNR80"		"snR80"		"SNR80" // "snR80"	"G3O-30399"
"SNR81"		"snR81"		"SNR81" // "snR81"	"G3O-33918"
"SNR82"		"snR82"		"SNR82" // "snR82"	"G3O-31008"
