Product Name,Genes,Component coefficients,Gene products
CPX-1141,YPL082C // YER148W,TUPLE // YPL082C-MONOMER // 1 // TUPLE // YER148W-MONOMER // 1,YPL082C-MONOMER // YER148W-MONOMER
CPX-302,YGL080W // YHR162W,TUPLE // YGL080W-MONOMER // 1 // TUPLE // YHR162W-MONOMER // 1,YGL080W-MONOMER // YHR162W-MONOMER
CPX-303,YGL080W // YGR243W,TUPLE // YGL080W-MONOMER // 1 // TUPLE // YGR243W-MONOMER // 1,YGL080W-MONOMER // YGR243W-MONOMER
CPX-1672,YPL050C // YML115C,TUPLE // YPL050C-MONOMER // 1 // TUPLE // YML115C-MONOMER // 1,YPL050C-MONOMER // YML115C-MONOMER
CPX-1839,YEL036C // YJR075W // YDR245W // YJL183W,TUPLE // YEL036C-MONOMER // 1 // TUPLE // YJR075W-MONOMER // 1 // TUPLE // YDR245W-MONOMER // 1 // TUPLE // YJL183W-MONOMER // 1,YEL036C-MONOMER // YJR075W-MONOMER // YDR245W-MONOMER // YJL183W-MONOMER
CPX-1630,YLR163C // YHR024C,TUPLE // YLR163C-MONOMER // 1 // TUPLE // YHR024C-MONOMER // 1,YLR163C-MONOMER // YHR024C-MONOMER
CPX-1893,YHR148W // YNL075W // YJR002W,TUPLE // YHR148W-MONOMER // 1 // TUPLE // YNL075W-MONOMER // 1 // TUPLE // YJR002W-MONOMER // 1,YHR148W-MONOMER // YNL075W-MONOMER // YJR002W-MONOMER
CPX-1287,YPL255W // YGL075C,TUPLE // YPL255W-MONOMER // 1 // TUPLE // YGL075C-MONOMER // 1,YPL255W-MONOMER // YGL075C-MONOMER
CPX-1872,YMR224C // YNL250W // YDR369C,TUPLE // YMR224C-MONOMER // 1 // TUPLE // YNL250W-MONOMER // 1 // TUPLE // YDR369C-MONOMER // 1,YMR224C-MONOMER // YNL250W-MONOMER // YDR369C-MONOMER
CPX-580,YGL130W // YPL228W,TUPLE // YGL130W-MONOMER // 1 // TUPLE // YPL228W-MONOMER // 2,YGL130W-MONOMER // YPL228W-MONOMER
CPX-1302,YGR014W // YPR075C,TUPLE // YGR014W-MONOMER // 1 // TUPLE // YPR075C-MONOMER // 1,YGR014W-MONOMER // YPR075C-MONOMER
CPX-1036,YOL090W // YCR092C,TUPLE // YOL090W-MONOMER // 1 // TUPLE // YCR092C-MONOMER // 1,YOL090W-MONOMER // YCR092C-MONOMER
CPX-1037,YOL090W // YDR097C,TUPLE // YOL090W-MONOMER // 1 // TUPLE // YDR097C-MONOMER // 1,YOL090W-MONOMER // YDR097C-MONOMER
CPX-1704,YFL003C // YDL154W,TUPLE // YFL003C-MONOMER // 1 // TUPLE // YDL154W-MONOMER // 1,YFL003C-MONOMER // YDL154W-MONOMER
CPX-1303,YGL051W // YAR033W,TUPLE // YGL051W-MONOMER // 1 // TUPLE // YAR033W-MONOMER // 1,YGL051W-MONOMER // YAR033W-MONOMER
CPX-3146,YMR228W // YFL036W,TUPLE // YMR228W-MONOMER // 1 // TUPLE // YFL036W-MONOMER // 1,YMR228W-MONOMER // YFL036W-MONOMER
CPX-418,YDR140W // YNR046W,TUPLE // YDR140W-MONOMER // 1 // TUPLE // YNR046W-MONOMER // 1,YDR140W-MONOMER // YNR046W-MONOMER
CPX-2937,YMR100W // YGL058W // YLR024C,TUPLE // YMR100W-MONOMER // 1 // TUPLE // YGL058W-MONOMER // 1 // TUPLE // YLR024C-MONOMER // 1,YMR100W-MONOMER // YGL058W-MONOMER // YLR024C-MONOMER
CPX-1670,YDR386W // YBR098W,TUPLE // YDR386W-MONOMER // 1 // TUPLE // YBR098W-MONOMER // 1,YDR386W-MONOMER // YBR098W-MONOMER
CPX-1501,YBR109C // YGL106W // YAL029C,TUPLE // YBR109C-MONOMER // 1 // TUPLE // YGL106W-MONOMER // 1 // TUPLE // YAL029C-MONOMER // 1,YBR109C-MONOMER // YGL106W-MONOMER // YAL029C-MONOMER
CPX-2225,YBR109C // YGL106W // YOR326W,TUPLE // YBR109C-MONOMER // 1 // TUPLE // YGL106W-MONOMER // 1 // TUPLE // YOR326W-MONOMER // 1,YBR109C-MONOMER // YGL106W-MONOMER // YOR326W-MONOMER
CPX-1304,YOR326W // YEL013W // YCL063W,TUPLE // YOR326W-MONOMER // 1 // TUPLE // YEL013W-MONOMER // 1 // TUPLE // YCL063W-MONOMER // 1,YOR326W-MONOMER // YEL013W-MONOMER // YCL063W-MONOMER
CPX-1470,YBR109C // YKL129C,TUPLE // YBR109C-MONOMER // 1 // TUPLE // YKL129C-MONOMER // 1,YBR109C-MONOMER // YKL129C-MONOMER
CPX-1470,YBR109C // YMR109W,TUPLE // YBR109C-MONOMER // 1 // TUPLE // YMR109W-MONOMER // 1,YBR109C-MONOMER // YMR109W-MONOMER
CPX-1426,YGL106W // YPR188C // YHR023W,TUPLE // YGL106W-MONOMER // 1 // TUPLE // YPR188C-MONOMER // 1 // TUPLE // YHR023W-MONOMER // 1,YGL106W-MONOMER // YPR188C-MONOMER // YHR023W-MONOMER
CPX-783,YHR013C // YDL040C // YOR253W,TUPLE // YHR013C-MONOMER // 1 // TUPLE // YDL040C-MONOMER // 1 // TUPLE // YOR253W-MONOMER // 1,YHR013C-MONOMER // YDL040C-MONOMER // YOR253W-MONOMER
CPX-782,YOL076W // YPR131C,TUPLE // YOL076W-MONOMER // 1 // TUPLE // YPR131C-MONOMER // 1,YOL076W-MONOMER // YPR131C-MONOMER
CPX-781,YPR051W // YEL053C // YCR020C-A,TUPLE // YPR051W-MONOMER // 1 // TUPLE // YEL053C-MONOMER // 1 // TUPLE // YCR020C-A-MONOMER // 1,YPR051W-MONOMER // YEL053C-MONOMER // YCR020C-A-MONOMER
CPX-1662,YER159C // YDR397C,TUPLE // YER159C-MONOMER // 1 // TUPLE // YDR397C-MONOMER // 1,YER159C-MONOMER // YDR397C-MONOMER
CPX-548,YIL144W // YOL069W // YMR117C // YER018C,TUPLE // YIL144W-MONOMER // 1 // TUPLE // YOL069W-MONOMER // 1 // TUPLE // YMR117C-MONOMER // 1 // TUPLE // YER018C-MONOMER // 1,YIL144W-MONOMER // YOL069W-MONOMER // YMR117C-MONOMER // YER018C-MONOMER
CPX-1708,YPL022W // YML095C // YMR201C,TUPLE // YPL022W-MONOMER // 1 // TUPLE // YML095C-MONOMER // 1 // TUPLE // YMR201C-MONOMER // 1,YPL022W-MONOMER // YML095C-MONOMER // YMR201C-MONOMER
CPX-1640,YER162C // YEL037C,TUPLE // YER162C-MONOMER // 1 // TUPLE // YEL037C-MONOMER // 1,YER162C-MONOMER // YEL037C-MONOMER
CPX-1787,YHR004C // YAL009W,TUPLE // YHR004C-MONOMER // 1 // TUPLE // YAL009W-MONOMER // 1,YHR004C-MONOMER // YAL009W-MONOMER
CPX-392,YER048W-A // YCL017C,TUPLE // YER048W-A-MONOMER // 3 // TUPLE // YCL017C-MONOMER // 3,YER048W-A-MONOMER // YCL017C-MONOMER
CPX-1315,YMR080C // YHR077C // YGR072W,TUPLE // YMR080C-MONOMER // 1 // TUPLE // YHR077C-MONOMER // 1 // TUPLE // YGR072W-MONOMER // 1,YMR080C-MONOMER // YHR077C-MONOMER // YGR072W-MONOMER
CPX-1316,YPL190C // YNL251C // YLR430W,TUPLE // YPL190C-MONOMER // 1 // TUPLE // YNL251C-MONOMER // 1 // TUPLE // YLR430W-MONOMER // 1,YPL190C-MONOMER // YNL251C-MONOMER // YLR430W-MONOMER
CPX-1733,YDR060W // YOR206W,TUPLE // YDR060W-MONOMER // 1 // TUPLE // YOR206W-MONOMER // 1,YDR060W-MONOMER // YOR206W-MONOMER
CPX-1734,YOR206W // YLR002C,TUPLE // YOR206W-MONOMER // 1 // TUPLE // YLR002C-MONOMER // 1,YOR206W-MONOMER // YLR002C-MONOMER
CPX-1735,YPR144C // YDL148C,TUPLE // YPR144C-MONOMER // 1 // TUPLE // YDL148C-MONOMER // 1,YPR144C-MONOMER // YDL148C-MONOMER
CPX-1421,YNR038W // YOL144W // YLR221C // YKL014C // YJR041C,TUPLE // YNR038W-MONOMER // 1 // TUPLE // YOL144W-MONOMER // 1 // TUPLE // YLR221C-MONOMER // 1 // TUPLE // YKL014C-MONOMER // 1 // TUPLE // YJR041C-MONOMER // 1,YNR038W-MONOMER // YOL144W-MONOMER // YLR221C-MONOMER // YKL014C-MONOMER // YJR041C-MONOMER
CPX-1885,YMR213W // YLR117C // YJR050W // YBR188C // YLL036C // YPR101W // YDR416W // YGR129W,TUPLE // YMR213W-MONOMER // 1 // TUPLE // YLR117C-MONOMER // 1 // TUPLE // YJR050W-MONOMER // 1 // TUPLE // YBR188C-MONOMER // 1 // TUPLE // YLL036C-MONOMER // 1 // TUPLE // YPR101W-MONOMER // 1 // TUPLE // YDR416W-MONOMER // 1 // TUPLE // YGR129W-MONOMER // 1,YMR213W-MONOMER // YLR117C-MONOMER // YJR050W-MONOMER // YBR188C-MONOMER // YLL036C-MONOMER // YPR101W-MONOMER // YDR416W-MONOMER // YGR129W-MONOMER
CPX-1886,YKR022C // YGL120C // YLR424W,TUPLE // YKR022C-MONOMER // 1 // TUPLE // YGL120C-MONOMER // 1 // TUPLE // YLR424W-MONOMER // 1,YKR022C-MONOMER // YGL120C-MONOMER // YLR424W-MONOMER
CPX-1810,YJR082C // YPR031W // YBL052C // YPL129W // YOR064C,TUPLE // YJR082C-MONOMER // 1 // TUPLE // YPR031W-MONOMER // 1 // TUPLE // YBL052C-MONOMER // 1 // TUPLE // YPL129W-MONOMER // 1 // TUPLE // YOR064C-MONOMER // 1,YJR082C-MONOMER // YPR031W-MONOMER // YBL052C-MONOMER // YPL129W-MONOMER // YOR064C-MONOMER
CPX-3155,YFL039C // YJL081C // YPR023C // YEL018W // YJR082C // YNL136W // YFL024C // YOR244W // YGR002C // YHR099W // YDR359C // YNL107W // YHR090C,TUPLE // YFL039C-MONOMER // 1 // TUPLE // YJL081C-MONOMER // 1 // TUPLE // YPR023C-MONOMER // 1 // TUPLE // YEL018W-MONOMER // 1 // TUPLE // YJR082C-MONOMER // 1 // TUPLE // YNL136W-MONOMER // 1 // TUPLE // YFL024C-MONOMER // 1 // TUPLE // YOR244W-MONOMER // 1 // TUPLE // YGR002C-MONOMER // 1 // TUPLE // YHR099W-MONOMER // 1 // TUPLE // YDR359C-MONOMER // 1 // TUPLE // YNL107W-MONOMER // 1 // TUPLE // YHR090C-MONOMER // 1,YFL039C-MONOMER // YJL081C-MONOMER // YPR023C-MONOMER // YEL018W-MONOMER // YJR082C-MONOMER // YNL136W-MONOMER // YFL024C-MONOMER // YOR244W-MONOMER // YGR002C-MONOMER // YHR099W-MONOMER // YDR359C-MONOMER // YNL107W-MONOMER // YHR090C-MONOMER
CPX-162,YDL193W // YBR002C,TUPLE // YDL193W-MONOMER // 1 // TUPLE // YBR002C-MONOMER // 1,YDL193W-MONOMER // YBR002C-MONOMER
CPX-166,YDL193W // YMR101C,TUPLE // YDL193W-MONOMER // 1 // TUPLE // YMR101C-MONOMER // 1,YDL193W-MONOMER // YMR101C-MONOMER
CPX-1381,YHR195W // YEL013W,TUPLE // YHR195W-MONOMER // 1 // TUPLE // YEL013W-MONOMER // 1,YHR195W-MONOMER // YEL013W-MONOMER
CPX-768,YML065W // YBR060C // YLL004W // YPR162C // YNL261W // YHR118C,TUPLE // YML065W-MONOMER // 1 // TUPLE // YBR060C-MONOMER // 1 // TUPLE // YLL004W-MONOMER // 1 // TUPLE // YPR162C-MONOMER // 1 // TUPLE // YNL261W-MONOMER // 1 // TUPLE // YHR118C-MONOMER // 1,YML065W-MONOMER // YBR060C-MONOMER // YLL004W-MONOMER // YPR162C-MONOMER // YNL261W-MONOMER // YHR118C-MONOMER
CPX-1638,YJL002C // YOR103C // YDL232W // YGL226C-A // YML019W // YGL022W // YMR149W // YEL002C,TUPLE // YJL002C-MONOMER // 1 // TUPLE // YOR103C-MONOMER // 1 // TUPLE // YDL232W-MONOMER // 1 // TUPLE // YGL226C-A-MONOMER // 1 // TUPLE // YML019W-MONOMER // 1 // TUPLE // YGL022W-MONOMER // 1 // TUPLE // YMR149W-MONOMER // 1 // TUPLE // YEL002C-MONOMER // 1,YJL002C-MONOMER // YOR103C-MONOMER // YDL232W-MONOMER // YGL226C-A-MONOMER // YML019W-MONOMER // YGL022W-MONOMER // YMR149W-MONOMER // YEL002C-MONOMER
CPX-1639,YJL002C // YOR103C // YOR085W // YDL232W // YGL226C-A // YGL022W // YMR149W // YEL002C,TUPLE // YJL002C-MONOMER // 1 // TUPLE // YOR103C-MONOMER // 1 // TUPLE // YOR085W-MONOMER // 1 // TUPLE // YDL232W-MONOMER // 1 // TUPLE // YGL226C-A-MONOMER // 1 // TUPLE // YGL022W-MONOMER // 1 // TUPLE // YMR149W-MONOMER // 1 // TUPLE // YEL002C-MONOMER // 1,YJL002C-MONOMER // YOR103C-MONOMER // YOR085W-MONOMER // YDL232W-MONOMER // YGL226C-A-MONOMER // YGL022W-MONOMER // YMR149W-MONOMER // YEL002C-MONOMER
CPX-1707,YJL088W // YPL111W,TUPLE // YJL088W-MONOMER // 3 // TUPLE // YPL111W-MONOMER // 3,YJL088W-MONOMER // YPL111W-MONOMER
CPX-1726,YLR418C // YOL145C // YOR123C // YBR279W // YGL244W,TUPLE // YLR418C-MONOMER // 1 // TUPLE // YOL145C-MONOMER // 1 // TUPLE // YOR123C-MONOMER // 1 // TUPLE // YBR279W-MONOMER // 1 // TUPLE // YGL244W-MONOMER // 1,YLR418C-MONOMER // YOL145C-MONOMER // YOR123C-MONOMER // YBR279W-MONOMER // YGL244W-MONOMER
CPX-3294,YGL094C // YKL025C,TUPLE // YGL094C-MONOMER // 1 // TUPLE // YKL025C-MONOMER // 1,YGL094C-MONOMER // YKL025C-MONOMER
CPX-426,YNL084C // YIR006C // YBL007C,TUPLE // YNL084C-MONOMER // 1 // TUPLE // YIR006C-MONOMER // 1 // TUPLE // YBL007C-MONOMER // 1,YNL084C-MONOMER // YIR006C-MONOMER // YBL007C-MONOMER
CPX-3088,YFR021W // YFR019W // YNL325C // YNL054W // YLR386W,TUPLE // YFR021W-MONOMER // 1 // TUPLE // YFR019W-MONOMER // 1 // TUPLE // YNL325C-MONOMER // 1 // TUPLE // YNL054W-MONOMER // 1 // TUPLE // YLR386W-MONOMER // 1,YFR021W-MONOMER // YFR019W-MONOMER // YNL325C-MONOMER // YNL054W-MONOMER // YLR386W-MONOMER
CPX-1695,YNL289W // YPL031C,TUPLE // YNL289W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YNL289W-MONOMER // YPL031C-MONOMER
CPX-1694,YDL127W // YPL031C,TUPLE // YDL127W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YDL127W-MONOMER // YPL031C-MONOMER
CPX-1696,YHR071W // YPL031C,TUPLE // YHR071W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YHR071W-MONOMER // YPL031C-MONOMER
CPX-1689,YER059W // YPL031C,TUPLE // YER059W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YER059W-MONOMER // YPL031C-MONOMER
CPX-1690,YIL050W // YPL031C,TUPLE // YIL050W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YIL050W-MONOMER // YPL031C-MONOMER
CPX-1691,YPL219W // YPL031C,TUPLE // YPL219W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YPL219W-MONOMER // YPL031C-MONOMER
CPX-1697,YDL179W // YPL031C,TUPLE // YDL179W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YDL179W-MONOMER // YPL031C-MONOMER
CPX-1692,YGL134W // YPL031C,TUPLE // YGL134W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YGL134W-MONOMER // YPL031C-MONOMER
CPX-3207,YNL071W // YFL018C // YER178W // YBR221C // YGR193C,TUPLE // YNL071W-MONOMER // 1 // TUPLE // YFL018C-MONOMER // 1 // TUPLE // YER178W-MONOMER // 1 // TUPLE // YBR221C-MONOMER // 1 // TUPLE // YGR193C-MONOMER // 1,YNL071W-MONOMER // YFL018C-MONOMER // YER178W-MONOMER // YBR221C-MONOMER // YGR193C-MONOMER
CPX-1862,YMR049C // YGR103W // YOR272W,TUPLE // YMR049C-MONOMER // 1 // TUPLE // YGR103W-MONOMER // 1 // TUPLE // YOR272W-MONOMER // 1,YMR049C-MONOMER // YGR103W-MONOMER // YOR272W-MONOMER
CPX-1902,YKL197C // YNL329C,TUPLE // YKL197C-MONOMER // 1 // TUPLE // YNL329C-MONOMER // 1,YKL197C-MONOMER // YNL329C-MONOMER
CPX-1901,YKL197C // YNL329C // YOL044W,TUPLE // YKL197C-MONOMER // 1 // TUPLE // YNL329C-MONOMER // 1 // TUPLE // YOL044W-MONOMER // 1,YKL197C-MONOMER // YNL329C-MONOMER // YOL044W-MONOMER
CPX-1903,YJL210W // YDR265W // YMR026C,TUPLE // YJL210W-MONOMER // 1 // TUPLE // YDR265W-MONOMER // 1 // TUPLE // YMR026C-MONOMER // 1,YJL210W-MONOMER // YDR265W-MONOMER // YMR026C-MONOMER
CPX-1905,YDR142C // YHR160C,TUPLE // YDR142C-MONOMER // 1 // TUPLE // YHR160C-MONOMER // 1,YDR142C-MONOMER // YHR160C-MONOMER
CPX-1906,YDR142C // YGR239C,TUPLE // YDR142C-MONOMER // 1 // TUPLE // YGR239C-MONOMER // 1,YDR142C-MONOMER // YGR239C-MONOMER
CPX-1904,YLR191W // YGL153W // YNL214W,TUPLE // YLR191W-MONOMER // 1 // TUPLE // YGL153W-MONOMER // 1 // TUPLE // YNL214W-MONOMER // 1,YLR191W-MONOMER // YGL153W-MONOMER // YNL214W-MONOMER
CPX-554,YGR240C // YMR205C,TUPLE // YGR240C-MONOMER // 4 // TUPLE // YMR205C-MONOMER // 4,YGR240C-MONOMER // YMR205C-MONOMER
CPX-1688,YOL001W // YPL031C,TUPLE // YOL001W-MONOMER // 1 // TUPLE // YPL031C-MONOMER // 1,YOL001W-MONOMER // YPL031C-MONOMER
CPX-3185,YFL024C // YOR244W // YHR090C,TUPLE // YFL024C-MONOMER // 1 // TUPLE // YOR244W-MONOMER // 1 // TUPLE // YHR090C-MONOMER // 1,YFL024C-MONOMER // YOR244W-MONOMER // YHR090C-MONOMER
CPX-1038,YOR363C // YAL051W,TUPLE // YOR363C-MONOMER // 1 // TUPLE // YAL051W-MONOMER // 1,YOR363C-MONOMER // YAL051W-MONOMER
CPX-536,YIL033C // YJL164C,TUPLE // YIL033C-MONOMER // 2 // TUPLE // YJL164C-MONOMER // 2,YIL033C-MONOMER // YJL164C-MONOMER
CPX-537,YIL033C // YPL203W,TUPLE // YIL033C-MONOMER // 2 // TUPLE // YPL203W-MONOMER // 2,YIL033C-MONOMER // YPL203W-MONOMER
CPX-571,YIL033C // YKL166C,TUPLE // YIL033C-MONOMER // 2 // TUPLE // YKL166C-MONOMER // 2,YIL033C-MONOMER // YKL166C-MONOMER
CPX-572,YIL033C // YJL164C // YPL203W,TUPLE // YIL033C-MONOMER // 2 // TUPLE // YJL164C-MONOMER // 1 // TUPLE // YPL203W-MONOMER // 1,YIL033C-MONOMER // YJL164C-MONOMER // YPL203W-MONOMER
CPX-573,YIL033C // YJL164C // YKL166C,TUPLE // YIL033C-MONOMER // 2 // TUPLE // YJL164C-MONOMER // 1 // TUPLE // YKL166C-MONOMER // 1,YIL033C-MONOMER // YJL164C-MONOMER // YKL166C-MONOMER
CPX-574,YIL033C // YPL203W // YKL166C,TUPLE // YIL033C-MONOMER // 2 // TUPLE // YPL203W-MONOMER // 1 // TUPLE // YKL166C-MONOMER // 1,YIL033C-MONOMER // YPL203W-MONOMER // YKL166C-MONOMER
CPX-3036,YDL095W // YAL023C,TUPLE // YDL095W-MONOMER // 1 // TUPLE // YAL023C-MONOMER // 1,YDL095W-MONOMER // YAL023C-MONOMER
CPX-3037,YDL095W // YOR321W,TUPLE // YDL095W-MONOMER // 1 // TUPLE // YOR321W-MONOMER // 1,YDL095W-MONOMER // YOR321W-MONOMER
CPX-3038,YAL023C // YDL093W,TUPLE // YAL023C-MONOMER // 1 // TUPLE // YDL093W-MONOMER // 1,YAL023C-MONOMER // YDL093W-MONOMER
CPX-3040,YOR321W // YDL093W,TUPLE // YOR321W-MONOMER // 1 // TUPLE // YDL093W-MONOMER // 1,YOR321W-MONOMER // YDL093W-MONOMER
CPX-1320,YPL096W // YEL037C,TUPLE // YPL096W-MONOMER // 1 // TUPLE // YEL037C-MONOMER // 1,YPL096W-MONOMER // YEL037C-MONOMER
CPX-2091,YNL102W // YBL035C // YIR008C // YKL045W,TUPLE // YNL102W-MONOMER // 1 // TUPLE // YBL035C-MONOMER // 1 // TUPLE // YIR008C-MONOMER // 1 // TUPLE // YKL045W-MONOMER // 1,YNL102W-MONOMER // YBL035C-MONOMER // YIR008C-MONOMER // YKL045W-MONOMER
CPX-3188,YNL271C // YLR319C // YNL293W // YOL112W // YER149C // YLL021W,TUPLE // YNL271C-MONOMER // 1 // TUPLE // YLR319C-MONOMER // 1 // TUPLE // YNL293W-MONOMER // 1 // TUPLE // YOL112W-MONOMER // 1 // TUPLE // YER149C-MONOMER // 1 // TUPLE // YLL021W-MONOMER // 1,YNL271C-MONOMER // YLR319C-MONOMER // YNL293W-MONOMER // YOL112W-MONOMER // YER149C-MONOMER // YLL021W-MONOMER
CPX-3462,YBR200W // YAL041W // YNL298W,TUPLE // YBR200W-MONOMER // 1 // TUPLE // YAL041W-MONOMER // 1 // TUPLE // YNL298W-MONOMER // 1,YBR200W-MONOMER // YAL041W-MONOMER // YNL298W-MONOMER
CPX-1664,YJR063W // YDR156W // YJL148W // YOR340C // YNL248C // YPR010C // YOR341W // YBR154C // YOR224C // YOR210W // YHR143W-A // YNL113W // YPR110C // YPR187W,TUPLE // YJR063W-MONOMER // 1 // TUPLE // YDR156W-MONOMER // 1 // TUPLE // YJL148W-MONOMER // 1 // TUPLE // YOR340C-MONOMER // 1 // TUPLE // YNL248C-MONOMER // 1 // TUPLE // YPR010C-MONOMER // 1 // TUPLE // YOR341W-MONOMER // 1 // TUPLE // YBR154C-MONOMER // 1 // TUPLE // YOR224C-MONOMER // 1 // TUPLE // YOR210W-MONOMER // 1 // TUPLE // YHR143W-A-MONOMER // 1 // TUPLE // YNL113W-MONOMER // 1 // TUPLE // YPR110C-MONOMER // 1 // TUPLE // YPR187W-MONOMER // 1,YJR063W-MONOMER // YDR156W-MONOMER // YJL148W-MONOMER // YOR340C-MONOMER // YNL248C-MONOMER // YPR010C-MONOMER // YOR341W-MONOMER // YBR154C-MONOMER // YOR224C-MONOMER // YOR210W-MONOMER // YHR143W-A-MONOMER // YNL113W-MONOMER // YPR110C-MONOMER // YPR187W-MONOMER
CPX-2660,YOR207C // YBR154C // YOR224C // YOR210W // YHR143W-A // YDR045C // YJL011C // YNL113W // YKL144C // YNL151C // YNR003C // YKR025W // YPR110C // YDL150W // YPR190C // YPR187W // YOR116C,TUPLE // YOR207C-MONOMER // 1 // TUPLE // YBR154C-MONOMER // 1 // TUPLE // YOR224C-MONOMER // 1 // TUPLE // YOR210W-MONOMER // 1 // TUPLE // YHR143W-A-MONOMER // 1 // TUPLE // YDR045C-MONOMER // 1 // TUPLE // YJL011C-MONOMER // 1 // TUPLE // YNL113W-MONOMER // 1 // TUPLE // YKL144C-MONOMER // 1 // TUPLE // YNL151C-MONOMER // 1 // TUPLE // YNR003C-MONOMER // 1 // TUPLE // YKR025W-MONOMER // 1 // TUPLE // YPR110C-MONOMER // 1 // TUPLE // YDL150W-MONOMER // 1 // TUPLE // YPR190C-MONOMER // 1 // TUPLE // YPR187W-MONOMER // 1 // TUPLE // YOR116C-MONOMER // 1,YOR207C-MONOMER // YBR154C-MONOMER // YOR224C-MONOMER // YOR210W-MONOMER // YHR143W-A-MONOMER // YDR045C-MONOMER // YJL011C-MONOMER // YNL113W-MONOMER // YKL144C-MONOMER // YNL151C-MONOMER // YNR003C-MONOMER // YKR025W-MONOMER // YPR110C-MONOMER // YDL150W-MONOMER // YPR190C-MONOMER // YPR187W-MONOMER // YOR116C-MONOMER
CPX-1856,YGL190C // YDL134C // YAL016W,TUPLE // YGL190C-MONOMER // 1 // TUPLE // YDL134C-MONOMER // 1 // TUPLE // YAL016W-MONOMER // 1,YGL190C-MONOMER // YDL134C-MONOMER // YAL016W-MONOMER
CPX-1857,YDL134C // YOR014W // YAL016W,TUPLE // YDL134C-MONOMER // 1 // TUPLE // YOR014W-MONOMER // 1 // TUPLE // YAL016W-MONOMER // 1,YDL134C-MONOMER // YOR014W-MONOMER // YAL016W-MONOMER
CPX-1859,YGL190C // YDL188C // YAL016W,TUPLE // YGL190C-MONOMER // 1 // TUPLE // YDL188C-MONOMER // 1 // TUPLE // YAL016W-MONOMER // 1,YGL190C-MONOMER // YDL188C-MONOMER // YAL016W-MONOMER
CPX-1858,YDL188C // YOR014W // YAL016W,TUPLE // YDL188C-MONOMER // 1 // TUPLE // YOR014W-MONOMER // 1 // TUPLE // YAL016W-MONOMER // 1,YDL188C-MONOMER // YOR014W-MONOMER // YAL016W-MONOMER
CPX-393,YKL088W // YKR072C // YOR054C,TUPLE // YKL088W-MONOMER // 1 // TUPLE // YKR072C-MONOMER // 1 // TUPLE // YOR054C-MONOMER // 1,YKL088W-MONOMER // YKR072C-MONOMER // YOR054C-MONOMER
CPX-1380,YDL134C // YPL152W // YMR028W,TUPLE // YDL134C-MONOMER // 1 // TUPLE // YPL152W-MONOMER // 1 // TUPLE // YMR028W-MONOMER // 1,YDL134C-MONOMER // YPL152W-MONOMER // YMR028W-MONOMER
CPX-1380,YDL188C // YPL152W // YMR028W,TUPLE // YDL188C-MONOMER // 1 // TUPLE // YPL152W-MONOMER // 1 // TUPLE // YMR028W-MONOMER // 1,YDL188C-MONOMER // YPL152W-MONOMER // YMR028W-MONOMER
CPX-1703,YGR132C // YGR231C,TUPLE // YGR132C-MONOMER // 1 // TUPLE // YGR231C-MONOMER // 1,YGR132C-MONOMER // YGR231C-MONOMER
