Product Name,Genes,Component coefficients,Gene products
CPX-1840,YGL223C // YGR120C // YER157W // YPR105C // YNL051W // YNL041C // YGL005C // YML071C,TUPLE // YGL223C-MONOMER // 1 // TUPLE // YGR120C-MONOMER // 1 // TUPLE // YER157W-MONOMER // 1 // TUPLE // YPR105C-MONOMER // 1 // TUPLE // YNL051W-MONOMER // 1 // TUPLE // YNL041C-MONOMER // 1 // TUPLE // YGL005C-MONOMER // 1 // TUPLE // YML071C-MONOMER // 1,YGL223C-MONOMER // YGR120C-MONOMER // YER157W-MONOMER // YPR105C-MONOMER // YNL051W-MONOMER // YNL041C-MONOMER // YGL005C-MONOMER // YML071C-MONOMER
CPX-1408,YIL026C // YPR007C // YFL008W // YJL074C,TUPLE // YIL026C-MONOMER // 1 // TUPLE // YPR007C-MONOMER // 1 // TUPLE // YFL008W-MONOMER // 1 // TUPLE // YJL074C-MONOMER // 1,YIL026C-MONOMER // YPR007C-MONOMER // YFL008W-MONOMER // YJL074C-MONOMER
CPX-1867,YIL026C // YDL003W // YFL008W // YJL074C,TUPLE // YIL026C-MONOMER // 1 // TUPLE // YDL003W-MONOMER // 1 // TUPLE // YFL008W-MONOMER // 1 // TUPLE // YJL074C-MONOMER // 1,YIL026C-MONOMER // YDL003W-MONOMER // YFL008W-MONOMER // YJL074C-MONOMER
CPX-1187,YBR211C // YPL018W // YDR318W // YGR179C,TUPLE // YBR211C-MONOMER // 1 // TUPLE // YPL018W-MONOMER // 1 // TUPLE // YDR318W-MONOMER // 1 // TUPLE // YGR179C-MONOMER // 1,YBR211C-MONOMER // YPL018W-MONOMER // YDR318W-MONOMER // YGR179C-MONOMER
CPX-1039,YLR015W // YDR469W // YHR119W // YBR258C // YPL138C // YAR003W // YKL018W // YBR175W,TUPLE // YLR015W-MONOMER // 2 // TUPLE // YDR469W-MONOMER // 1 // TUPLE // YHR119W-MONOMER // 2 // TUPLE // YBR258C-MONOMER // 1 // TUPLE // YPL138C-MONOMER // 2 // TUPLE // YAR003W-MONOMER // 1 // TUPLE // YKL018W-MONOMER // 1 // TUPLE // YBR175W-MONOMER // 1,YLR015W-MONOMER // YDR469W-MONOMER // YHR119W-MONOMER // YBR258C-MONOMER // YPL138C-MONOMER // YAR003W-MONOMER // YKL018W-MONOMER // YBR175W-MONOMER
CPX-1869,YBL097W // YFR031C // YLR086W // YDR325W // YLR272C,TUPLE // YBL097W-MONOMER // 1 // TUPLE // YFR031C-MONOMER // 1 // TUPLE // YLR086W-MONOMER // 1 // TUPLE // YDR325W-MONOMER // 1 // TUPLE // YLR272C-MONOMER // 1,YBL097W-MONOMER // YFR031C-MONOMER // YLR086W-MONOMER // YDR325W-MONOMER // YLR272C-MONOMER
CPX-1894,YMR025W // YDR179C // YJR084W // YIL071C // YDL216C // YOL117W,TUPLE // YMR025W-MONOMER // 1 // TUPLE // YDR179C-MONOMER // 1 // TUPLE // YJR084W-MONOMER // 1 // TUPLE // YIL071C-MONOMER // 1 // TUPLE // YDL216C-MONOMER // 1 // TUPLE // YOL117W-MONOMER // 1,YMR025W-MONOMER // YDR179C-MONOMER // YJR084W-MONOMER // YIL071C-MONOMER // YDL216C-MONOMER // YOL117W-MONOMER
CPX-2523,YPL218W // YLR208W // YPR181C // YIL109C // YDL195W,TUPLE // YPL218W-MONOMER // 1 // TUPLE // YLR208W-MONOMER // 1 // TUPLE // YPR181C-MONOMER // 1 // TUPLE // YIL109C-MONOMER // 1 // TUPLE // YDL195W-MONOMER // 2,YPL218W-MONOMER // YLR208W-MONOMER // YPR181C-MONOMER // YIL109C-MONOMER // YDL195W-MONOMER
CPX-1155,YOL096C // YDR204W // YML110C // YGR255C // YOR125C // YLR201C,TUPLE // YOL096C-MONOMER // 1 // TUPLE // YDR204W-MONOMER // 1 // TUPLE // YML110C-MONOMER // 1 // TUPLE // YGR255C-MONOMER // 1 // TUPLE // YOR125C-MONOMER // 1 // TUPLE // YLR201C-MONOMER // 1,YOL096C-MONOMER // YDR204W-MONOMER // YML110C-MONOMER // YGR255C-MONOMER // YOR125C-MONOMER // YLR201C-MONOMER
CPX-1626,YLR148W // YMR231W // YDR495C // YAL002W // YPL045W // YLR396C,TUPLE // YLR148W-MONOMER // 1 // TUPLE // YMR231W-MONOMER // 1 // TUPLE // YDR495C-MONOMER // 1 // TUPLE // YAL002W-MONOMER // 1 // TUPLE // YPL045W-MONOMER // 1 // TUPLE // YLR396C-MONOMER // 1,YLR148W-MONOMER // YMR231W-MONOMER // YDR495C-MONOMER // YAL002W-MONOMER // YPL045W-MONOMER // YLR396C-MONOMER
CPX-1423,YML129C // YJL062W-A // YLR203C // YJR045C,TUPLE // YML129C-MONOMER // 1 // TUPLE // YJL062W-A-MONOMER // 1 // TUPLE // YLR203C-MONOMER // 1 // TUPLE // YJR045C-MONOMER // 1,YML129C-MONOMER // YJL062W-A-MONOMER // YLR203C-MONOMER // YJR045C-MONOMER
CPX-1637,YKL007W // YIL034C,TUPLE // YKL007W-MONOMER // 1 // TUPLE // YIL034C-MONOMER // 1,YKL007W-MONOMER // YIL034C-MONOMER
CPX-1162,YKL182W // YPL231W,TUPLE // YKL182W-MONOMER // 6 // TUPLE // YPL231W-MONOMER // 6,YKL182W-MONOMER // YPL231W-MONOMER
CPX-1900,YJR089W // YPL209C // YHR199C-A // YBR156C,TUPLE // YJR089W-MONOMER // 1 // TUPLE // YPL209C-MONOMER // 1 // TUPLE // YHR199C-A-MONOMER // 1 // TUPLE // YBR156C-MONOMER // 1,YJR089W-MONOMER // YPL209C-MONOMER // YHR199C-A-MONOMER // YBR156C-MONOMER
CPX-1053,YDR301W // YLR115W // YJR093C // YER133W // YKL059C // YKR002W // YNL317W // YAL043C // YGR156W // YDR195W // YNL222W // YKL018W // YOR179C // YLR277C // YPR107C,TUPLE // YDR301W-MONOMER // 1 // TUPLE // YLR115W-MONOMER // 1 // TUPLE // YJR093C-MONOMER // 1 // TUPLE // YER133W-MONOMER // 1 // TUPLE // YKL059C-MONOMER // 1 // TUPLE // YKR002W-MONOMER // 1 // TUPLE // YNL317W-MONOMER // 1 // TUPLE // YAL043C-MONOMER // 1 // TUPLE // YGR156W-MONOMER // 1 // TUPLE // YDR195W-MONOMER // 1 // TUPLE // YNL222W-MONOMER // 1 // TUPLE // YKL018W-MONOMER // 1 // TUPLE // YOR179C-MONOMER // 1 // TUPLE // YLR277C-MONOMER // 1 // TUPLE // YPR107C-MONOMER // 1,YDR301W-MONOMER // YLR115W-MONOMER // YJR093C-MONOMER // YER133W-MONOMER // YKL059C-MONOMER // YKR002W-MONOMER // YNL317W-MONOMER // YAL043C-MONOMER // YGR156W-MONOMER // YDR195W-MONOMER // YNL222W-MONOMER // YKL018W-MONOMER // YOR179C-MONOMER // YLR277C-MONOMER // YPR107C-MONOMER
CPX-579,YOR303W // YJR109C,TUPLE // YOR303W-MONOMER // 1 // TUPLE // YJR109C-MONOMER // 1,YOR303W-MONOMER // YJR109C-MONOMER
CPX-1740,YBR036C // YBR161W,TUPLE // YBR036C-MONOMER // 1 // TUPLE // YBR161W-MONOMER // 1,YBR036C-MONOMER // YBR161W-MONOMER
CPX-15,YDL220C // YDR082W // YLR010C,TUPLE // YDL220C-MONOMER // 1 // TUPLE // YDR082W-MONOMER // 1 // TUPLE // YLR010C-MONOMER // 1,YDL220C-MONOMER // YDR082W-MONOMER // YLR010C-MONOMER
CPX-1710,YKL139W // YJL006C // YML112W,TUPLE // YKL139W-MONOMER // 1 // TUPLE // YJL006C-MONOMER // 1 // TUPLE // YML112W-MONOMER // 1,YKL139W-MONOMER // YJL006C-MONOMER // YML112W-MONOMER
CPX-1731,YHR191C // YMR078C // YCL016C // YJR068W // YNL290W // YOL094C // YBR087W,TUPLE // YHR191C-MONOMER // 1 // TUPLE // YMR078C-MONOMER // 1 // TUPLE // YCL016C-MONOMER // 1 // TUPLE // YJR068W-MONOMER // 1 // TUPLE // YNL290W-MONOMER // 1 // TUPLE // YOL094C-MONOMER // 1 // TUPLE // YBR087W-MONOMER // 1,YHR191C-MONOMER // YMR078C-MONOMER // YCL016C-MONOMER // YJR068W-MONOMER // YNL290W-MONOMER // YOL094C-MONOMER // YBR087W-MONOMER
CPX-2948,YMR264W // YMR022W,TUPLE // YMR264W-MONOMER // 1 // TUPLE // YMR022W-MONOMER // 1,YMR264W-MONOMER // YMR022W-MONOMER
CPX-1837,YGR003W // YNL230C // YPL046C // YOL133W,TUPLE // YGR003W-MONOMER // 1 // TUPLE // YNL230C-MONOMER // 1 // TUPLE // YPL046C-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1,YGR003W-MONOMER // YNL230C-MONOMER // YPL046C-MONOMER // YOL133W-MONOMER
CPX-1165,YPR135W // YOL133W // YPR164W // YLR320W // YJL047C,TUPLE // YPR135W-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YPR164W-MONOMER // 1 // TUPLE // YLR320W-MONOMER // 1 // TUPLE // YJL047C-MONOMER // 1,YPR135W-MONOMER // YOL133W-MONOMER // YPR164W-MONOMER // YLR320W-MONOMER // YJL047C-MONOMER
CPX-1166,YDR363W // YOL133W // YPR164W // YJL047C,TUPLE // YDR363W-MONOMER // 1 // TUPLE // YOL133W-MONOMER // 1 // TUPLE // YPR164W-MONOMER // 1 // TUPLE // YJL047C-MONOMER // 1,YDR363W-MONOMER // YOL133W-MONOMER // YPR164W-MONOMER // YJL047C-MONOMER
CPX-1157,YOL133W // YPR164W // YLR320W // YJL047C // YHR154W,TUPLE // YOL133W-MONOMER // 1 // TUPLE // YPR164W-MONOMER // 1 // TUPLE // YLR320W-MONOMER // 1 // TUPLE // YJL047C-MONOMER // 1 // TUPLE // YHR154W-MONOMER // 1,YOL133W-MONOMER // YPR164W-MONOMER // YLR320W-MONOMER // YJL047C-MONOMER // YHR154W-MONOMER
CPX-1167,YOL133W // YPR164W // YNL261W // YJL047C,TUPLE // YOL133W-MONOMER // 1 // TUPLE // YPR164W-MONOMER // 1 // TUPLE // YNL261W-MONOMER // 1 // TUPLE // YJL047C-MONOMER // 1,YOL133W-MONOMER // YPR164W-MONOMER // YNL261W-MONOMER // YJL047C-MONOMER
CPX-774,YIL035C // YOR061W // YGL019W // YOR039W // YLR223C // YCL031C // YGR090W,TUPLE // YIL035C-MONOMER // 1 // TUPLE // YOR061W-MONOMER // 1 // TUPLE // YGL019W-MONOMER // 1 // TUPLE // YOR039W-MONOMER // 1 // TUPLE // YLR223C-MONOMER // 1 // TUPLE // YCL031C-MONOMER // 1 // TUPLE // YGR090W-MONOMER // 1,YIL035C-MONOMER // YOR061W-MONOMER // YGL019W-MONOMER // YOR039W-MONOMER // YLR223C-MONOMER // YCL031C-MONOMER // YGR090W-MONOMER
CPX-775,YIL035C // YGL019W // YOR039W // YLR223C // YCL031C // YGR090W,TUPLE // YIL035C-MONOMER // 2 // TUPLE // YGL019W-MONOMER // 1 // TUPLE // YOR039W-MONOMER // 1 // TUPLE // YLR223C-MONOMER // 1 // TUPLE // YCL031C-MONOMER // 1 // TUPLE // YGR090W-MONOMER // 1,YIL035C-MONOMER // YGL019W-MONOMER // YOR039W-MONOMER // YLR223C-MONOMER // YCL031C-MONOMER // YGR090W-MONOMER
CPX-776,YOR061W // YGL019W // YOR039W // YLR223C // YCL031C // YGR090W,TUPLE // YOR061W-MONOMER // 2 // TUPLE // YGL019W-MONOMER // 1 // TUPLE // YOR039W-MONOMER // 1 // TUPLE // YLR223C-MONOMER // 1 // TUPLE // YCL031C-MONOMER // 1 // TUPLE // YGR090W-MONOMER // 1,YOR061W-MONOMER // YGL019W-MONOMER // YOR039W-MONOMER // YLR223C-MONOMER // YCL031C-MONOMER // YGR090W-MONOMER
CPX-1663,YBR112C // YCR084C,TUPLE // YBR112C-MONOMER // 1 // TUPLE // YCR084C-MONOMER // 1,YBR112C-MONOMER // YCR084C-MONOMER
CPX-695,YJL005W // YNL138W,TUPLE // YJL005W-MONOMER // 1 // TUPLE // YNL138W-MONOMER // 1,YJL005W-MONOMER // YNL138W-MONOMER
CPX-1722,Q0045 // Q0250 // Q0275 // YGL187C // YIL111W // YHR051W // YMR256C // YLR395C // YDL067C // YLR038C // YGL191W,TUPLE // Q0045-MONOMER // 1 // TUPLE // Q0250-MONOMER // 1 // TUPLE // Q0275-MONOMER // 1 // TUPLE // YGL187C-MONOMER // 1 // TUPLE // YIL111W-MONOMER // 1 // TUPLE // YHR051W-MONOMER // 1 // TUPLE // YMR256C-MONOMER // 1 // TUPLE // YLR395C-MONOMER // 2 // TUPLE // YDL067C-MONOMER // 1 // TUPLE // YLR038C-MONOMER // 1 // TUPLE // YGL191W-MONOMER // 1,Q0045-MONOMER // Q0250-MONOMER // Q0275-MONOMER // YGL187C-MONOMER // YIL111W-MONOMER // YHR051W-MONOMER // YMR256C-MONOMER // YLR395C-MONOMER // YDL067C-MONOMER // YLR038C-MONOMER // YGL191W-MONOMER
CPX-1041,YKL052C // YDR016C // YKR083C // YBR233W-A // YDR320C-A // YGR113W // YGL061C // YKL138C-A // YDR201W // YKR037C,TUPLE // YKL052C-MONOMER // 1 // TUPLE // YDR016C-MONOMER // 1 // TUPLE // YKR083C-MONOMER // 1 // TUPLE // YBR233W-A-MONOMER // 1 // TUPLE // YDR320C-A-MONOMER // 1 // TUPLE // YGR113W-MONOMER // 1 // TUPLE // YGL061C-MONOMER // 1 // TUPLE // YKL138C-A-MONOMER // 1 // TUPLE // YDR201W-MONOMER // 1 // TUPLE // YKR037C-MONOMER // 1,YKL052C-MONOMER // YDR016C-MONOMER // YKR083C-MONOMER // YBR233W-A-MONOMER // YDR320C-A-MONOMER // YGR113W-MONOMER // YGL061C-MONOMER // YKL138C-A-MONOMER // YDR201W-MONOMER // YKR037C-MONOMER
CPX-1683,YGR092W // YIL106W,TUPLE // YGR092W-MONOMER // 1 // TUPLE // YIL106W-MONOMER // 1,YGR092W-MONOMER // YIL106W-MONOMER
CPX-1628,YOL149W // YNL118C,TUPLE // YOL149W-MONOMER // 1 // TUPLE // YNL118C-MONOMER // 1,YOL149W-MONOMER // YNL118C-MONOMER
CPX-1185,YLR270W // YOR173W,TUPLE // YLR270W-MONOMER // 1 // TUPLE // YOR173W-MONOMER // 1,YLR270W-MONOMER // YOR173W-MONOMER
CPX-867,YDL017W // YDR052C,TUPLE // YDL017W-MONOMER // 1 // TUPLE // YDR052C-MONOMER // 1,YDL017W-MONOMER // YDR052C-MONOMER
CPX-1189,YKL054C // YJR035W,TUPLE // YKL054C-MONOMER // 1 // TUPLE // YJR035W-MONOMER // 1,YKL054C-MONOMER // YJR035W-MONOMER
CPX-1665,YOR005C // YGL090W,TUPLE // YOR005C-MONOMER // 1 // TUPLE // YGL090W-MONOMER // 1,YOR005C-MONOMER // YGL090W-MONOMER
CPX-1021,YER166W // YNL323W,TUPLE // YER166W-MONOMER // 1 // TUPLE // YNL323W-MONOMER // 1,YER166W-MONOMER // YNL323W-MONOMER
CPX-1022,YDR093W // YNL323W,TUPLE // YDR093W-MONOMER // 1 // TUPLE // YNL323W-MONOMER // 1,YDR093W-MONOMER // YNL323W-MONOMER
CPX-3074,YIL030C // YML013W,TUPLE // YIL030C-MONOMER // 1 // TUPLE // YML013W-MONOMER // 1,YIL030C-MONOMER // YML013W-MONOMER
CPX-465,YNL001W // YKR084C,TUPLE // YNL001W-MONOMER // 1 // TUPLE // YKR084C-MONOMER // 1,YNL001W-MONOMER // YKR084C-MONOMER
CPX-1188,YJL090C // YKL108W // YGL113W,TUPLE // YJL090C-MONOMER // 1 // TUPLE // YKL108W-MONOMER // 1 // TUPLE // YGL113W-MONOMER // 1,YJL090C-MONOMER // YKL108W-MONOMER // YGL113W-MONOMER
CPX-2101,YDL102W // YJR006W // YJR043C,TUPLE // YDL102W-MONOMER // 1 // TUPLE // YJR006W-MONOMER // 1 // TUPLE // YJR043C-MONOMER // 1,YDL102W-MONOMER // YJR006W-MONOMER // YJR043C-MONOMER
CPX-2110,YNL262W // YPR175W // YBR278W // YDR121W,TUPLE // YNL262W-MONOMER // 1 // TUPLE // YPR175W-MONOMER // 1 // TUPLE // YBR278W-MONOMER // 1 // TUPLE // YDR121W-MONOMER // 1,YNL262W-MONOMER // YPR175W-MONOMER // YBR278W-MONOMER // YDR121W-MONOMER
CPX-1018,YCR094W // YAL026C,TUPLE // YCR094W-MONOMER // 1 // TUPLE // YAL026C-MONOMER // 1,YCR094W-MONOMER // YAL026C-MONOMER
CPX-1786,YNL258C // YLR440C // YGL145W,TUPLE // YNL258C-MONOMER // 1 // TUPLE // YLR440C-MONOMER // 1 // TUPLE // YGL145W-MONOMER // 1,YNL258C-MONOMER // YLR440C-MONOMER // YGL145W-MONOMER
CPX-3180,YMR287C // YPL029W,TUPLE // YMR287C-MONOMER // 1 // TUPLE // YPL029W-MONOMER // 1,YMR287C-MONOMER // YPL029W-MONOMER
CPX-325,YBR281C // YNL191W,TUPLE // YBR281C-MONOMER // 1 // TUPLE // YNL191W-MONOMER // 1,YBR281C-MONOMER // YNL191W-MONOMER
CPX-1805,YHR129C // YDR106W // YMR294W // YLL049W // YPL174C,TUPLE // YHR129C-MONOMER // 1 // TUPLE // YDR106W-MONOMER // 1 // TUPLE // YMR294W-MONOMER // 1 // TUPLE // YLL049W-MONOMER // 1 // TUPLE // YPL174C-MONOMER // 1,YHR129C-MONOMER // YDR106W-MONOMER // YMR294W-MONOMER // YLL049W-MONOMER // YPL174C-MONOMER
CPX-1178,YKR054C // YDR424C // YMR299C // YDR488C,TUPLE // YKR054C-MONOMER // 2 // TUPLE // YDR424C-MONOMER // 2 // TUPLE // YMR299C-MONOMER // 1 // TUPLE // YDR488C-MONOMER // 2,YKR054C-MONOMER // YDR424C-MONOMER // YMR299C-MONOMER // YDR488C-MONOMER
CPX-3184,YPR023C // YEL018W // YNL136W,TUPLE // YPR023C-MONOMER // 1 // TUPLE // YEL018W-MONOMER // 1 // TUPLE // YNL136W-MONOMER // 1,YPR023C-MONOMER // YEL018W-MONOMER // YNL136W-MONOMER
CPX-1407,YDR446W // YLR445W,TUPLE // YDR446W-MONOMER // 1 // TUPLE // YLR445W-MONOMER // 1,YDR446W-MONOMER // YLR445W-MONOMER
CPX-1306,YPL037C // YHR193C,TUPLE // YPL037C-MONOMER // 1 // TUPLE // YHR193C-MONOMER // 1,YPL037C-MONOMER // YHR193C-MONOMER
CPX-427,YER025W // YJR007W // YPL237W,TUPLE // YER025W-MONOMER // 1 // TUPLE // YJR007W-MONOMER // 1 // TUPLE // YPL237W-MONOMER // 1,YER025W-MONOMER // YJR007W-MONOMER // YPL237W-MONOMER
CPX-429,YOR260W // YGR083C // YDR211W // YLR291C // YKR026C,TUPLE // YOR260W-MONOMER // 2 // TUPLE // YGR083C-MONOMER // 2 // TUPLE // YDR211W-MONOMER // 2 // TUPLE // YLR291C-MONOMER // 2 // TUPLE // YKR026C-MONOMER // 2,YOR260W-MONOMER // YGR083C-MONOMER // YDR211W-MONOMER // YLR291C-MONOMER // YKR026C-MONOMER
CPX-1831,YMR309C // YOR361C // YBR079C // YMR146C // YDR429C,TUPLE // YMR309C-MONOMER // 1 // TUPLE // YOR361C-MONOMER // 1 // TUPLE // YBR079C-MONOMER // 1 // TUPLE // YMR146C-MONOMER // 1 // TUPLE // YDR429C-MONOMER // 1,YMR309C-MONOMER // YOR361C-MONOMER // YBR079C-MONOMER // YMR146C-MONOMER // YDR429C-MONOMER
CPX-422,YOR144C // YJR068W // YNL290W // YOL094C // YBR087W,TUPLE // YOR144C-MONOMER // 1 // TUPLE // YJR068W-MONOMER // 1 // TUPLE // YNL290W-MONOMER // 1 // TUPLE // YOL094C-MONOMER // 1 // TUPLE // YBR087W-MONOMER // 1,YOR144C-MONOMER // YJR068W-MONOMER // YNL290W-MONOMER // YOL094C-MONOMER // YBR087W-MONOMER
CPX-779,YLR384C // YGR200C // YPL086C // YPL101W // YHR187W // YMR312W,TUPLE // YLR384C-MONOMER // 1 // TUPLE // YGR200C-MONOMER // 1 // TUPLE // YPL086C-MONOMER // 1 // TUPLE // YPL101W-MONOMER // 1 // TUPLE // YHR187W-MONOMER // 1 // TUPLE // YMR312W-MONOMER // 1,YLR384C-MONOMER // YGR200C-MONOMER // YPL086C-MONOMER // YPL101W-MONOMER // YHR187W-MONOMER // YMR312W-MONOMER
CPX-307,YCL045C // YJR088C // YKL207W // YGL231C // YIL027C // YLL014W,TUPLE // YCL045C-MONOMER // 1 // TUPLE // YJR088C-MONOMER // 1 // TUPLE // YKL207W-MONOMER // 1 // TUPLE // YGL231C-MONOMER // 1 // TUPLE // YIL027C-MONOMER // 1 // TUPLE // YLL014W-MONOMER // 1,YCL045C-MONOMER // YJR088C-MONOMER // YKL207W-MONOMER // YGL231C-MONOMER // YIL027C-MONOMER // YLL014W-MONOMER
CPX-1698,YAR002C-A // YAL007C // YGL200C // YML012W,TUPLE // YAR002C-A-MONOMER // 1 // TUPLE // YAL007C-MONOMER // 1 // TUPLE // YGL200C-MONOMER // 1 // TUPLE // YML012W-MONOMER // 1,YAR002C-A-MONOMER // YAL007C-MONOMER // YGL200C-MONOMER // YML012W-MONOMER
CPX-435,YDR172W // YBR143C,TUPLE // YDR172W-MONOMER // 1 // TUPLE // YBR143C-MONOMER // 1,YDR172W-MONOMER // YBR143C-MONOMER
CPX-813,YLR246W // YOL110W,TUPLE // YLR246W-MONOMER // 1 // TUPLE // YOL110W-MONOMER // 1,YLR246W-MONOMER // YOL110W-MONOMER
CPX-3196,YAL048C // YAL010C // YOL009C // YGL219C // YLL006W,TUPLE // YAL048C-MONOMER // 1 // TUPLE // YAL010C-MONOMER // 1 // TUPLE // YOL009C-MONOMER // 1 // TUPLE // YGL219C-MONOMER // 1 // TUPLE // YLL006W-MONOMER // 1,YAL048C-MONOMER // YAL010C-MONOMER // YOL009C-MONOMER // YGL219C-MONOMER // YLL006W-MONOMER
CPX-1045,YML067C // YAL042W,TUPLE // YML067C-MONOMER // 1 // TUPLE // YAL042W-MONOMER // 1,YML067C-MONOMER // YAL042W-MONOMER
CPX-1624,YKL002W // YLR025W // YMR077C // YKL041W,TUPLE // YKL002W-MONOMER // 1 // TUPLE // YLR025W-MONOMER // 1 // TUPLE // YMR077C-MONOMER // 1 // TUPLE // YKL041W-MONOMER // 1,YKL002W-MONOMER // YLR025W-MONOMER // YMR077C-MONOMER // YKL041W-MONOMER
CPX-1622,YHL002W // YNR006W,TUPLE // YHL002W-MONOMER // 1 // TUPLE // YNR006W-MONOMER // 1,YHL002W-MONOMER // YNR006W-MONOMER
CPX-940,YGR206W // YLR119W // YCL008C // YPL065W,TUPLE // YGR206W-MONOMER // 1 // TUPLE // YLR119W-MONOMER // 1 // TUPLE // YCL008C-MONOMER // 1 // TUPLE // YPL065W-MONOMER // 1,YGR206W-MONOMER // YLR119W-MONOMER // YCL008C-MONOMER // YPL065W-MONOMER
CPX-1623,YPL002C // YJR102C // YLR417W,TUPLE // YPL002C-MONOMER // 1 // TUPLE // YJR102C-MONOMER // 2 // TUPLE // YLR417W-MONOMER // 1,YPL002C-MONOMER // YJR102C-MONOMER // YLR417W-MONOMER
CPX-1890,YJL085W // YBR102C // YER008C // YDR166C // YIL068C // YPR055W // YLR166C // YGL233W,TUPLE // YJL085W-MONOMER // 1 // TUPLE // YBR102C-MONOMER // 1 // TUPLE // YER008C-MONOMER // 1 // TUPLE // YDR166C-MONOMER // 1 // TUPLE // YIL068C-MONOMER // 1 // TUPLE // YPR055W-MONOMER // 1 // TUPLE // YLR166C-MONOMER // 1 // TUPLE // YGL233W-MONOMER // 1,YJL085W-MONOMER // YBR102C-MONOMER // YER008C-MONOMER // YDR166C-MONOMER // YIL068C-MONOMER // YPR055W-MONOMER // YLR166C-MONOMER // YGL233W-MONOMER
CPX-1719,YMR237W // YKR027W // YOR299W // YLR330W // YJL099W,TUPLE // YMR237W-MONOMER // 1 // TUPLE // YKR027W-MONOMER // 1 // TUPLE // YOR299W-MONOMER // 1 // TUPLE // YLR330W-MONOMER // 1 // TUPLE // YJL099W-MONOMER // 1,YMR237W-MONOMER // YKR027W-MONOMER // YOR299W-MONOMER // YLR330W-MONOMER // YJL099W-MONOMER
CPX-599,YOL021C // YNL232W // YHR069C // YOL142W // YGR195W // YGR095C // YGR158C // YDL111C // YCR035C // YDR280W,TUPLE // YOL021C-MONOMER // 1 // TUPLE // YNL232W-MONOMER // 1 // TUPLE // YHR069C-MONOMER // 1 // TUPLE // YOL142W-MONOMER // 1 // TUPLE // YGR195W-MONOMER // 1 // TUPLE // YGR095C-MONOMER // 1 // TUPLE // YGR158C-MONOMER // 1 // TUPLE // YDL111C-MONOMER // 1 // TUPLE // YCR035C-MONOMER // 1 // TUPLE // YDR280W-MONOMER // 1,YOL021C-MONOMER // YNL232W-MONOMER // YHR069C-MONOMER // YOL142W-MONOMER // YGR195W-MONOMER // YGR095C-MONOMER // YGR158C-MONOMER // YDL111C-MONOMER // YCR035C-MONOMER // YDR280W-MONOMER
CPX-599,YOL021C // YNL232W // YHR069C // YOL142W // YGR195W // YGR095C // YGR158C // YDL111C // YCR035C // YDR280W // YOR001W,TUPLE // YOL021C-MONOMER // 1 // TUPLE // YNL232W-MONOMER // 1 // TUPLE // YHR069C-MONOMER // 1 // TUPLE // YOL142W-MONOMER // 1 // TUPLE // YGR195W-MONOMER // 1 // TUPLE // YGR095C-MONOMER // 1 // TUPLE // YGR158C-MONOMER // 1 // TUPLE // YDL111C-MONOMER // 1 // TUPLE // YCR035C-MONOMER // 1 // TUPLE // YDR280W-MONOMER // 1 // TUPLE // YOR001W-MONOMER // 1,YOL021C-MONOMER // YNL232W-MONOMER // YHR069C-MONOMER // YOL142W-MONOMER // YGR195W-MONOMER // YGR095C-MONOMER // YGR158C-MONOMER // YDL111C-MONOMER // YCR035C-MONOMER // YDR280W-MONOMER // YOR001W-MONOMER
CPX-3215,YML069W // YGL207W,TUPLE // YML069W-MONOMER // 1 // TUPLE // YGL207W-MONOMER // 1,YML069W-MONOMER // YGL207W-MONOMER
CPX-242,YDR021W // YLR336C,TUPLE // YDR021W-MONOMER // 1 // TUPLE // YLR336C-MONOMER // 1,YDR021W-MONOMER // YLR336C-MONOMER
CPX-1197,YMR052W // YFR008W // YMR029C // YLR238W // YNL127W // YDR200C,TUPLE // YMR052W-MONOMER // 1 // TUPLE // YFR008W-MONOMER // 1 // TUPLE // YMR029C-MONOMER // 1 // TUPLE // YLR238W-MONOMER // 1 // TUPLE // YNL127W-MONOMER // 1 // TUPLE // YDR200C-MONOMER // 1,YMR052W-MONOMER // YFR008W-MONOMER // YMR029C-MONOMER // YLR238W-MONOMER // YNL127W-MONOMER // YDR200C-MONOMER
CPX-868,YMR058W // YER145C,TUPLE // YMR058W-MONOMER // 1 // TUPLE // YER145C-MONOMER // 1,YMR058W-MONOMER // YER145C-MONOMER
CPX-1634,YDL090C // YKL019W,TUPLE // YDL090C-MONOMER // 1 // TUPLE // YKL019W-MONOMER // 1,YDL090C-MONOMER // YKL019W-MONOMER
CPX-869,YFL041W // YBR207W,TUPLE // YFL041W-MONOMER // 1 // TUPLE // YBR207W-MONOMER // 1,YFL041W-MONOMER // YBR207W-MONOMER
CPX-161,YBR179C // YOR211C // YDR470C,TUPLE // YBR179C-MONOMER // 1 // TUPLE // YOR211C-MONOMER // 1 // TUPLE // YDR470C-MONOMER // 1,YBR179C-MONOMER // YOR211C-MONOMER // YDR470C-MONOMER
CPX-1646,YHR005C // YOR212W // YJR086W,TUPLE // YHR005C-MONOMER // 1 // TUPLE // YOR212W-MONOMER // 1 // TUPLE // YJR086W-MONOMER // 1,YHR005C-MONOMER // YOR212W-MONOMER // YJR086W-MONOMER
