Product Name,Genes,Component coefficients,Gene products
CPLX3O-4031,MONOMER3O-4030 // YDR074W // YBR126C // MONOMER3O-4029,TUPLE // MONOMER3O-4030 // 1 // TUPLE // YDR074W-MONOMER // 1 // TUPLE // YBR126C-MONOMER // 1 // TUPLE // MONOMER3O-4029 // 1,MONOMER3O-4030 // YDR074W-MONOMER // YBR126C-MONOMER // MONOMER3O-4029
Trg-Un,,,
CPLX-8309,YJL125C // YNL062C,TUPLE // YJL125C-MONOMER // 1 // TUPLE // YNL062C-MONOMER // 1,YJL125C-MONOMER // YNL062C-MONOMER
CPLX-8294,YOL124C // YNR046W,TUPLE // YOL124C-MONOMER // 1 // TUPLE // YNR046W-MONOMER // 1,YOL124C-MONOMER // YNR046W-MONOMER
CPLX-8216,YLR105C // YMR059W // YAR008W // YPL083C,TUPLE // YLR105C-MONOMER // 1 // TUPLE // YMR059W-MONOMER // 1 // TUPLE // YAR008W-MONOMER // 1 // TUPLE // YPL083C-MONOMER // 1,YLR105C-MONOMER // YMR059W-MONOMER // YAR008W-MONOMER // YPL083C-MONOMER
CPLX-8310,YGR024C,TUPLE // YGR024C-MONOMER // 2,YGR024C-MONOMER
Tsr-Un,,,
CPLX3O-105,G3O-31243 // YGR183C // YJL166W // YDR529C // YFR033C // YPR191W // YBL045C // G3O-102 // YEL024W // Q0105,TUPLE // G3O-31243-MONOMER // 1 // TUPLE // YGR183C-MONOMER // 1 // TUPLE // YJL166W-MONOMER // 1 // TUPLE // YDR529C-MONOMER // 1 // TUPLE // YFR033C-MONOMER // 1 // TUPLE // YPR191W-MONOMER // 1 // TUPLE // YBL045C-MONOMER // 1 // TUPLE // MONOMER3O-103 // 1 // TUPLE // YEL024W-MONOMER // 1 // TUPLE // Q0105-MONOMER // 1,G3O-31243-MONOMER // YGR183C-MONOMER // YJL166W-MONOMER // YDR529C-MONOMER // YFR033C-MONOMER // YPR191W-MONOMER // YBL045C-MONOMER // MONOMER3O-103 // YEL024W-MONOMER // Q0105-MONOMER
CPLX3O-109,Q0105 // YEL024W // G3O-102 // YBL045C // YPR191W // YFR033C // YDR529C // YJL166W // YGR183C // G3O-31243,TUPLE // CPLX3O-105 // 2 // TUPLE // Q0105-MONOMER // 2 // TUPLE // YEL024W-MONOMER // 2 // TUPLE // MONOMER3O-103 // 2 // TUPLE // YBL045C-MONOMER // 2 // TUPLE // YPR191W-MONOMER // 2 // TUPLE // YFR033C-MONOMER // 2 // TUPLE // YDR529C-MONOMER // 2 // TUPLE // YJL166W-MONOMER // 2 // TUPLE // YGR183C-MONOMER // 2 // TUPLE // G3O-31243-MONOMER // 2,Q0105-MONOMER // YEL024W-MONOMER // MONOMER3O-103 // YBL045C-MONOMER // YPR191W-MONOMER // YFR033C-MONOMER // YDR529C-MONOMER // YJL166W-MONOMER // YGR183C-MONOMER // G3O-31243-MONOMER
CPLX-8434,YKL035W,TUPLE // YKL035W-MONOMER // 8,YKL035W-MONOMER
Holo-malonate-decarboxylases,,,
pyruvate-water-dikinase-P,,,
SoxY-Protein,,,
SoxZY-Thiocysteine-Sulfate,,,
apo-malonate-decarboxylases,,,
DsrEFH-Persulfides,,,
RUBISCO-LYSINE,,,
RUBISCO-METHYL-LYSINE,,,
