,seed_id
s_1293_erm,C08362
s_1293_lp,C08362
s_1293_p,C08362
s_1302_c,C00154
s_1302_er,C00154
s_1302_erm,C00154
s_1302_lp,C00154
s_1302_p,C00154
s_1307_c,C01134
s_1307_m,C01134
s_1309_e,C00714
s_1310_lp,CHEBI:53038
s_1311_c,C04217
s_1311_lp,C04217
s_1311_m,C04217
s_1314_m,C03511
s_1316_c,C12303
s_1316_e,C12303
s_1318_c,C00601
s_1318_e,C00601
s_1318_m,C00601
s_1321_c,C07086
s_1322_c,C00009
s_1322_ce,C00009
s_1322_e,C00009
s_1322_er,C00009
s_1322_erm,C00009
s_1322_g,C00009
s_1322_gm,C00009
s_1322_m,C00009
s_1322_mm,C00009
s_1322_v,C00009
s_1322_vm,C00009
s_1337_c,C02737
s_1337_erm,C02737
s_1346_c,C00157
s_1346_erm,C00157
s_1351_c,C00350
s_1351_er,C00350
s_1351_erm,C00350
s_1360_c,C00074
s_1360_e,C00074
s_1360_m,C00074
s_1364_c,C04751
s_1365_c,C04734
s_1366_er,C12144
s_1367_er,CHEBI:46970
s_1368_c,C01063
s_1371_c,C00087
s_1372_c,C00931
s_1373_c,C00238
s_1373_e,C00238
s_1373_v,C00238
s_1375_c,C02463
s_1376_c,C00235
s_1377_c,C00254
s_1378_c,C01024
s_1379_m,C02702
s_1382_c,C00100
s_1382_m,C00100
s_1383_m,C02191
s_1384_c,C01079
s_1384_m,C01079
s_1386_c,C00119
s_1386_m,C00119
s_1388_c,C01168
s_1389_c,C00134
s_1389_e,C00134
s_1389_v,C00134
s_1392_c,C00250
s_1393_c,C00018
s_1394_c,C00534
s_1395_c,C00647
s_1396_c,C00314
s_1396_e,C00314
s_1398_c,C00627
s_1399_c,C00022
s_1399_e,C00022
s_1399_m,C00022
s_1403_c,C03722
s_1403_m,C03722
s_1405_c,C00255
s_1405_e,C00255
s_1405_m,C00255
s_1408_c,C03736
s_1409_m,CHEBI:50622
s_1410_m,C01242
s_1411_m,C01169
s_1412_c,C04425
s_1413_c,C00021
s_1413_erm,C00021
s_1413_m,C00021
s_1413_n,C00021
s_1416_c,C00019
s_1416_e,C00019
s_1416_erm,C00019
s_1416_m,C00019
s_1416_n,C00019
s_1420_c,C01137
s_1421_c,C01031
s_1422_c,C04188
s_1423_c,C04582
s_1424_c,C03172
s_1424_e,C03172
s_1426_c,C00447
s_1427_c,C05382
s_1429_c,C00493
s_1430_c,C00748
s_1431_c,C05778
s_1432_c,C00670
s_1432_ce,C00670
s_1432_e,C00670
s_1432_erm,C00670
s_1437_c,C01330
s_1437_e,C01330
s_1437_v,C01330
s_1439_c,C00315
s_1439_e,C00315
s_1439_v,C00315
s_1442_c,C00750
s_1442_e,C00750
s_1442_v,C00750
s_1445_er,C00836
s_1446_er,C01120
s_1447_c,C00751
s_1447_er,C00751
s_1449_c,C01530
s_1449_ce,C01530
s_1449_e,C01530
s_1449_erm,C01530
s_1449_lp,C01530
s_1449_mm,C01530
s_1449_p,C01530
s_1454_c,C00412
s_1454_erm,C00412
s_1454_lp,C00412
s_1454_p,C00412
s_1458_c,C00042
s_1458_e,C00042
s_1458_m,C00042
s_1461_c,C00232
s_1464_m,C00091
s_1466_c,C00089
s_1466_e,C00089
s_1467_c,C00059
s_1467_e,C00059
s_1467_er,C00059
s_1469_c,C11481
s_1469_e,C11481
s_1469_m,C11481
s_1471_c,C00245
s_1471_e,C00245
s_1473_c,C05122
s_1473_v,C05122
s_1475_c,C00068
s_1475_e,C00068
s_1475_m,C00068
s_1479_c,C16529
s_1479_ce,C16529
s_1479_er,C16529
s_1479_erm,C16529
s_1479_lp,C16529
s_1479_p,C16529
s_1483_lp,CHEBI:53039
s_1486_c,C04144
s_1487_c,C00101
s_1487_m,C00101
s_1489_c,C00378
s_1489_e,C00378
s_1491_m,C02992
s_1493_c,C00214
s_1493_e,C00214
s_1497_c,C01081
s_1497_e,C01081
s_1503_c,C02341
s_1503_m,C02341
s_1507_p,C05275
s_1510_p,C03221
s_1513_erm,CHEBI:52975
s_1513_p,CHEBI:52975
s_1516_erm,C16218
s_1516_p,C16218
s_1519_erm,C05273
s_1519_p,C05273
s_1520_c,C01083
s_1520_e,C01083
s_1520_v,C01083
s_1523_lp,CHEBI:53040
s_1524_c,C00422
s_1524_erm,C00422
s_1526_c,C00986
s_1527_m,C03512
s_1529_c,C00955
s_1529_e,C00955
s_1529_m,C00955
s_1532_c,C03028
s_1533_m,C02839
s_1535_m,C00390
s_1537_m,C17568
s_1538_c,C00015
s_1538_er,C00015
s_1538_g,C00015
s_1538_n,C00015
s_1541_c,C00052
s_1541_g,C00052
s_1543_c,C00029
s_1543_er,C00029
s_1544_c,C00043
s_1544_er,C00043
s_1544_g,C00043
s_1545_c,C00105
s_1545_e,C00105
s_1545_er,C00105
s_1545_g,C00105
s_1545_m,C00105
s_1545_n,C00105
s_1549_lp,CHEBI:53042
s_1550_c,C00106
s_1550_e,C00106
s_1552_c,C00086
s_1552_e,C00086
s_1554_c,C01010
s_1555_c,C05241
s_1556_c,C00299
s_1556_e,C00299
s_1558_c,C01051
s_1559_c,C00075
s_1559_m,C00075
s_1561_m,C02554
s_1563_c,C01762
s_1563_e,C01762
s_1565_c,C00655
s_1566_c,C00379
s_1566_e,C00379
s_1568_c,C05437
s_1568_ce,C05437
s_1568_e,C05437
s_1568_erm,C05437
s_1568_lp,C05437
s_1576_c,CHEBI:52388
s_1577_c,CHEBI:52615
s_1578_c,CHEBI:52389
s_1579_c,CHEBI:52386
s_1582_c,C01635
s_1583_c,C01636
s_1583_m,C01636
s_1585_c,C01637
s_1585_m,C01637
s_1587_c,C01638
s_1587_m,C01638
s_1589_c,C01639
s_1590_c,C01640
s_1591_c,C01641
s_1591_m,C01641
s_1593_c,C01642
s_1594_c,C01643
s_1594_m,C01643
s_1596_c,C01644
s_1596_m,C01644
s_1598_c,C01645
s_1598_m,C01645
s_1600_c,C01646
s_1600_m,C01646
s_1602_c,C01647
s_1602_m,C01647
s_1604_c,C01648
s_1604_m,C01648
s_1606_c,C01649
s_1606_m,C01649
s_1607_c,C01650
s_1608_c,C01651
s_1608_m,C01651
s_1610_c,C01652
s_1610_m,C01652
s_1612_c,C00787
s_1612_m,C00787
s_1614_c,C01653
s_1614_m,C01653
s_1616_c,C00342
s_1616_m,C00342
s_1616_n,C00342
s_1616_p,C00342
s_1620_c,C00343
s_1620_m,C00343
s_1620_n,C00343
s_1620_p,C00343
s_1845_m,C00229
s_2763_c,C01717
s_2764_c,C06325
s_2770_m,C05744
s_2771_m,C05745
s_2772_m,C05746
s_2773_m,C05749
s_2774_m,C05750
s_2775_m,C04618
s_2776_m,C05747
s_2777_m,C16220
s_2778_m,CHEBI:132146
s_2779_m,C05748
s_2780_m,C05751
s_2792_erm,CHEBI:52327
s_2792_p,CHEBI:52327
s_2793_c,C02041
s_2793_ce,C02041
s_2793_erm,C02041
s_2793_p,C02041
s_2794_erm,CHEBI:52328
s_2794_p,CHEBI:52328
s_2795_c,C16528
s_2795_ce,C16528
s_2795_erm,C16528
s_2795_lp,C16528
s_2795_p,C16528
s_2796_erm,CHEBI:52329
s_2796_p,CHEBI:52329
s_2804_erm,CHEBI:52324
s_2805_erm,CHEBI:52325
s_2806_erm,CHEBI:52326
s_2810_erm,C05272
s_2812_erm,trans-icos-2-enoyl-CoA
s_2812_p,trans-icos-2-enoyl-CoA
s_2813_erm,trans-docos-2-enoyl-CoA
s_2813_p,trans-docos-2-enoyl-CoA
s_2814_erm,CHEBI:75068
s_2814_p,CHEBI:75068
s_2819_c,C21072
s_2819_erm,C21072
s_2819_lp,C21072
s_2819_mm,C21072
s_2819_p,C21072
s_2822_c,C00246
s_2822_e,C00246
s_2822_p,C00246
s_2824_c,C01585
s_2824_e,C01585
s_2824_p,C01585
s_2858_ce,CHEBI:32360
s_2862_ce,C08281
s_2862_erm,C08281
s_2862_lp,C08281
s_2884_p,C00136
s_2885_p,C05270
s_2886_p,C00877
s_2887_p,C05271
s_2888_p,C05276
s_2892_p,CHEBI:76889
s_2893_p,cis-tetradec-7-enoyl-CoA
s_2894_p,CHEBI:88067
s_2895_p,cis-dodec-5-enoyl-CoA
s_2896_p,"trans-2,cis-5-dodecadienoyl-CoA"
s_2897_c,C02050
s_2897_p,C02050
s_2898_p,CHEBI:88008
s_2899_p,CHEBI:88086
s_2900_p,CHEBI:70712
s_2901_p,"trans-2,cis-5-tetradecadienoyl-CoA"
s_2902_p,C03561
s_2903_p,CHEBI:74474
s_2904_p,C05278
s_2905_p,CHEBI:76453
s_2906_p,CHEBI:76375
s_2907_p,CHEBI:76463
s_2908_p,(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA
s_2909_p,(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA
s_2910_p,(R)-3-hydroxy-cis-dodec-5-enoyl-CoA
s_2911_p,CHEBI:87781
s_2912_p,CHEBI:88087
s_2913_p,CHEBI:88072
s_2915_p,C05269
s_2916_p,C05267
s_2920_p,CHEBI:53152
s_2921_p,3-oxo-cis-tetradec-7-enoyl-CoA
s_2922_p,3-oxo-cis-dodec-5-enoyl-CoA
s_2923_p,CHEBI:78146
s_2924_p,3-oxo-cis-hexadec-7-enoyl-CoA
s_2925_p,3-oxo-cis-tetradec-5-enoyl-CoA
s_2926_p,cis-dec-3-enoyl-CoA
s_2927_p,CHEBI:27989
s_2928_p,CHEBI:139121
s_2929_p,trans-dodec-3-enoyl-CoA
s_2930_p,CHEBI:72001
s_2931_p,CHEBI:88083
s_2932_p,C05280
s_2933_p,CHEBI:88084
s_2935_c,C04036
s_2935_erm,C04036
s_2935_gm,C04036
s_2935_lp,C04036
s_2935_vm,C04036
s_2936_c,CHEBI:75070
s_2936_erm,CHEBI:75070
s_2936_gm,CHEBI:75070
s_2936_lp,CHEBI:75070
s_2936_vm,CHEBI:75070
s_2937_c,CHEBI:74850
s_2937_erm,CHEBI:74850
s_2937_gm,CHEBI:74850
s_2937_lp,CHEBI:74850
s_2937_vm,CHEBI:74850
s_2938_c,CHEBI:62837
s_2938_erm,CHEBI:62837
s_2938_gm,CHEBI:62837
s_2938_lp,CHEBI:62837
s_2938_vm,CHEBI:62837
s_2940_erm,C01192
s_2940_lp,C01192
s_2941_erm,CHEBI:74694
s_2941_lp,CHEBI:74694
s_2942_erm,C03805
s_2942_lp,C03805
s_2943_erm,C03630
s_2943_lp,C03630
s_2954_ce,CHEBI:73998
s_2954_erm,CHEBI:73998
s_2954_gm,CHEBI:73998
s_2954_mm,CHEBI:73998
s_2954_vm,CHEBI:73998
s_2955_ce,C13889
s_2955_erm,C13889
s_2955_gm,C13889
s_2955_lp,C13889
s_2955_mm,C13889
s_2955_vm,C13889
s_2956_ce,CHEBI:75071
s_2956_erm,CHEBI:75071
s_2956_gm,CHEBI:75071
s_2956_mm,CHEBI:75071
s_2956_vm,CHEBI:75071
s_2957_ce,"phosphatidate (1-16:1, 2-18:1)"
s_2957_erm,"phosphatidate (1-16:1, 2-18:1)"
s_2957_gm,"phosphatidate (1-16:1, 2-18:1)"
s_2957_lp,"phosphatidate (1-16:1, 2-18:1)"
s_2957_mm,"phosphatidate (1-16:1, 2-18:1)"
s_2957_vm,"phosphatidate (1-16:1, 2-18:1)"
s_2958_ce,CHEBI:75073
s_2958_erm,CHEBI:75073
s_2958_gm,CHEBI:75073
s_2958_mm,CHEBI:75073
s_2958_vm,CHEBI:75073
s_2959_ce,CHEBI:74847
s_2959_erm,CHEBI:74847
s_2959_gm,CHEBI:74847
s_2959_lp,CHEBI:74847
s_2959_vm,CHEBI:74847
s_2960_ce,CHEBI:75074
s_2960_erm,CHEBI:75074
s_2960_gm,CHEBI:75074
s_2960_mm,CHEBI:75074
s_2960_vm,CHEBI:75074
s_2961_ce,CHEBI:83775
s_2961_erm,CHEBI:83775
s_2961_gm,CHEBI:83775
s_2961_lp,CHEBI:83775
s_2961_vm,CHEBI:83775
s_2967_c,CHEBI:84394
s_2967_erm,CHEBI:84394
s_2967_gm,CHEBI:84394
s_2967_lp,CHEBI:84394
s_2967_mm,CHEBI:84394
s_2967_n,CHEBI:84394
s_2967_vm,CHEBI:84394
s_2968_c,CHEBI:88454
s_2968_erm,CHEBI:88454
s_2968_gm,CHEBI:88454
s_2968_lp,CHEBI:88454
s_2968_m,CHEBI:88454
s_2968_mm,CHEBI:88454
s_2968_n,CHEBI:88454
s_2968_vm,CHEBI:88454
s_2969_c,CHEBI:84417
s_2969_erm,CHEBI:84417
s_2969_gm,CHEBI:84417
s_2969_lp,CHEBI:84417
s_2969_mm,CHEBI:84417
s_2969_n,CHEBI:84417
s_2969_vm,CHEBI:84417
s_2970_c,CHEBI:88500
s_2970_erm,CHEBI:88500
s_2970_gm,CHEBI:88500
s_2970_lp,CHEBI:88500
s_2970_m,CHEBI:88500
s_2970_mm,CHEBI:88500
s_2970_n,CHEBI:88500
s_2970_vm,CHEBI:88500
s_2971_c,CHEBI:88527
s_2971_erm,CHEBI:88527
s_2971_gm,CHEBI:88527
s_2971_lp,CHEBI:88527
s_2971_mm,CHEBI:88527
s_2971_n,CHEBI:88527
s_2971_vm,CHEBI:88527
s_2972_c,CHEBI:75468
s_2972_erm,CHEBI:75468
s_2972_gm,CHEBI:75468
s_2972_lp,CHEBI:75468
s_2972_m,CHEBI:75468
s_2972_n,CHEBI:75468
s_2972_vm,CHEBI:75468
s_2973_c,CHEBI:89229
s_2973_erm,CHEBI:89229
s_2973_gm,CHEBI:89229
s_2973_lp,CHEBI:89229
s_2973_mm,CHEBI:89229
s_2973_n,CHEBI:89229
s_2973_vm,CHEBI:89229
s_2974_c,CHEBI:52333
s_2974_erm,CHEBI:52333
s_2974_gm,CHEBI:52333
s_2974_lp,CHEBI:52333
s_2974_m,CHEBI:52333
s_2974_n,CHEBI:52333
s_2974_vm,CHEBI:52333
s_3011_erm,CHEBI:85427
s_3011_lp,CHEBI:85427
s_3012_erm,CHEBI:89759
s_3012_lp,CHEBI:89759
s_3013_erm,"triglyceride (1-16:1, 2-16:1, 3-16:0)"
s_3013_lp,"triglyceride (1-16:1, 2-16:1, 3-16:0)"
s_3014_erm,"triglyceride (1-16:1, 2-18:1, 3-16:0)"
s_3014_lp,"triglyceride (1-16:1, 2-18:1, 3-16:0)"
s_3015_erm,"triglyceride (1-18:0, 2-16:1, 3-16:0)"
s_3015_lp,"triglyceride (1-18:0, 2-16:1, 3-16:0)"
s_3016_erm,CHEBI:89755
s_3016_lp,CHEBI:89755
s_3017_erm,"triglyceride (1-18:1, 2-16:1, 3-16:0)"
s_3017_lp,"triglyceride (1-18:1, 2-16:1, 3-16:0)"
s_3018_erm,CHEBI:88999
s_3018_lp,CHEBI:88999
s_3019_erm,CHEBI:89765
s_3019_lp,CHEBI:89765
s_3020_erm,"triglyceride (1-16:0, 2-18:1, 3-16:1)"
s_3020_lp,"triglyceride (1-16:0, 2-18:1, 3-16:1)"
s_3021_erm,CHEBI:75841
s_3021_lp,CHEBI:75841
s_3022_erm,"triglyceride (1-16:1, 2-18:1, 3-16:1)"
s_3022_lp,"triglyceride (1-16:1, 2-18:1, 3-16:1)"
s_3023_erm,CHEBI:90053
s_3023_lp,CHEBI:90053
s_3024_erm,"triglyceride (1-18:0, 2-18:1, 3-16:1)"
s_3024_lp,"triglyceride (1-18:0, 2-18:1, 3-16:1)"
s_3025_erm,"triglyceride (1-18:1, 2-16:1, 3-16:1)"
s_3025_lp,"triglyceride (1-18:1, 2-16:1, 3-16:1)"
s_3026_erm,"triglyceride (1-18:1, 2-18:1, 3-16:1)"
s_3026_lp,"triglyceride (1-18:1, 2-18:1, 3-16:1)"
s_3027_erm,CHEBI:89763
s_3027_lp,CHEBI:89763
s_3028_erm,CHEBI:88998
s_3028_lp,CHEBI:88998
s_3029_erm,"triglyceride (1-16:1, 2-16:1, 3-18:0)"
s_3029_lp,"triglyceride (1-16:1, 2-16:1, 3-18:0)"
s_3030_erm,"triglyceride (1-16:1, 2-18:1, 3-18:0)"
s_3030_lp,"triglyceride (1-16:1, 2-18:1, 3-18:0)"
s_3031_erm,CHEBI:89958
s_3031_lp,CHEBI:89958
s_3032_erm,CHEBI:90305
s_3032_lp,CHEBI:90305
s_3033_erm,"triglyceride (1-18:1, 2-16:1, 3-18:0)"
s_3033_lp,"triglyceride (1-18:1, 2-16:1, 3-18:0)"
s_3034_erm,"triglyceride (1-18:1, 2-18:1, 3-18:0)"
s_3034_lp,"triglyceride (1-18:1, 2-18:1, 3-18:0)"
s_3035_erm,"triglyceride (1-16:0, 2-16:1, 3-18:1)"
s_3035_lp,"triglyceride (1-16:0, 2-16:1, 3-18:1)"
s_3036_erm,"triglyceride (1-16:0, 2-18:1, 3-18:1)"
s_3036_lp,"triglyceride (1-16:0, 2-18:1, 3-18:1)"
s_3037_erm,CHEBI:90051
s_3037_lp,CHEBI:90051
s_3038_erm,CHEBI:90048
s_3038_lp,CHEBI:90048
s_3039_erm,"triglyceride (1-18:0, 2-16:1, 3-18:1)"
s_3039_lp,"triglyceride (1-18:0, 2-16:1, 3-18:1)"
s_3040_erm,"triglyceride (1-18:0, 2-18:1, 3-18:1)"
s_3040_lp,"triglyceride (1-18:0, 2-18:1, 3-18:1)"
s_3041_erm,CHEBI:88984
s_3041_lp,CHEBI:88984
s_3042_erm,CHEBI:88970
s_3042_lp,CHEBI:88970
s_3084_erm,"CDP-diacylglycerol (1-16:0, 2-16:1)"
s_3084_mm,"CDP-diacylglycerol (1-16:0, 2-16:1)"
s_3085_erm,CHEBI:104012
s_3085_mm,CHEBI:104012
s_3086_erm,"CDP-diacylglycerol (1-18:0, 2-16:1)"
s_3086_mm,"CDP-diacylglycerol (1-18:0, 2-16:1)"
s_3087_erm,"CDP-diacylglycerol (1-18:1, 2-16:1)"
s_3087_mm,"CDP-diacylglycerol (1-18:1, 2-16:1)"
s_3088_erm,C13892
s_3088_mm,C13892
s_3089_erm,"CDP-diacylglycerol (1-16:1, 2-18:1)"
s_3089_mm,"CDP-diacylglycerol (1-16:1, 2-18:1)"
s_3090_erm,"CDP-diacylglycerol (1-18:0, 2-18:1)"
s_3091_erm,CHEBI:104362
s_3109_ce,CHEBI:89824
s_3109_erm,CHEBI:89824
s_3109_gm,CHEBI:89824
s_3109_mm,CHEBI:89824
s_3109_vm,CHEBI:89824
s_3110_ce,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3110_erm,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3110_gm,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3110_mm,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3110_vm,"phosphatidyl-L-serine (1-16:1, 2-16:1)"
s_3111_ce,CHEBI:90036
s_3111_erm,CHEBI:90036
s_3111_gm,CHEBI:90036
s_3111_mm,CHEBI:90036
s_3111_vm,CHEBI:90036
s_3112_ce,CHEBI:75101
s_3112_erm,CHEBI:75101
s_3112_gm,CHEBI:75101
s_3112_mm,CHEBI:75101
s_3112_vm,CHEBI:75101
s_3113_ce,CHEBI:134541
s_3113_erm,CHEBI:134541
s_3113_gm,CHEBI:134541
s_3113_mm,CHEBI:134541
s_3113_vm,CHEBI:134541
s_3114_ce,CHEBI:90032
s_3114_erm,CHEBI:90032
s_3114_gm,CHEBI:90032
s_3114_mm,CHEBI:90032
s_3114_vm,CHEBI:90032
s_3115_ce,CHEBI:90433
s_3115_erm,CHEBI:90433
s_3115_gm,CHEBI:90433
s_3115_mm,CHEBI:90433
s_3115_vm,CHEBI:90433
s_3116_ce,CHEBI:60568
s_3116_erm,CHEBI:60568
s_3116_gm,CHEBI:60568
s_3116_mm,CHEBI:60568
s_3116_vm,CHEBI:60568
s_3118_c,CHEBI:88396
s_3118_ce,CHEBI:88396
s_3118_erm,CHEBI:88396
s_3118_gm,CHEBI:88396
s_3118_n,CHEBI:88396
s_3118_vm,CHEBI:88396
s_3119_c,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3119_ce,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3119_erm,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3119_gm,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3119_n,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3119_vm,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)"
s_3120_c,CHEBI:88557
s_3120_ce,CHEBI:88557
s_3120_erm,CHEBI:88557
s_3120_gm,CHEBI:88557
s_3120_n,CHEBI:88557
s_3120_vm,CHEBI:88557
s_3121_c,CHEBI:88626
s_3121_ce,CHEBI:88626
s_3121_erm,CHEBI:88626
s_3121_gm,CHEBI:88626
s_3121_n,CHEBI:88626
s_3121_vm,CHEBI:88626
s_3122_c,C13888
s_3122_ce,C13888
s_3122_erm,C13888
s_3122_gm,C13888
s_3122_n,C13888
s_3122_vm,C13888
s_3123_c,CHEBI:88562
s_3123_ce,CHEBI:88562
s_3123_erm,CHEBI:88562
s_3123_gm,CHEBI:88562
s_3123_n,CHEBI:88562
s_3123_vm,CHEBI:88562
s_3124_c,CHEBI:77346
s_3124_ce,CHEBI:77346
s_3124_erm,CHEBI:77346
s_3124_gm,CHEBI:77346
s_3124_n,CHEBI:77346
s_3124_vm,CHEBI:77346
s_3125_c,CHEBI:88612
s_3125_ce,CHEBI:88612
s_3125_erm,CHEBI:88612
s_3125_gm,CHEBI:88612
s_3125_n,CHEBI:88612
s_3125_vm,CHEBI:88612
s_3126_erm,sn-2-acyl-1-lysophosphatidylinositol (16:1)
s_3127_erm,sn-2-acyl-1-lysophosphatidylinositol (18:1)
s_3130_ce,CHEBI:136147
s_3130_erm,CHEBI:136147
s_3130_gm,CHEBI:136147
s_3130_lp,CHEBI:136147
s_3130_mm,CHEBI:136147
s_3130_vm,CHEBI:136147
s_3132_ce,CHEBI:138792
s_3132_erm,CHEBI:138792
s_3132_gm,CHEBI:138792
s_3132_lp,CHEBI:138792
s_3132_mm,CHEBI:138792
s_3132_vm,CHEBI:138792
s_3134_ce,CHEBI:136155
s_3134_erm,CHEBI:136155
s_3134_gm,CHEBI:136155
s_3134_lp,CHEBI:136155
s_3134_mm,CHEBI:136155
s_3134_vm,CHEBI:136155
s_3136_ce,CHEBI:82837
s_3136_erm,CHEBI:82837
s_3136_gm,CHEBI:82837
s_3136_lp,CHEBI:82837
s_3136_mm,CHEBI:82837
s_3136_vm,CHEBI:82837
s_3138_ce,CHEBI:136148
s_3138_erm,CHEBI:136148
s_3138_gm,CHEBI:136148
s_3138_lp,CHEBI:136148
s_3138_mm,CHEBI:136148
s_3138_vm,CHEBI:136148
s_3140_ce,CHEBI:90464
s_3140_erm,CHEBI:90464
s_3140_gm,CHEBI:90464
s_3140_lp,CHEBI:90464
s_3140_mm,CHEBI:90464
s_3140_vm,CHEBI:90464
s_3142_ce,CHEBI:136162
s_3142_erm,CHEBI:136162
s_3142_gm,CHEBI:136162
s_3142_lp,CHEBI:136162
s_3142_mm,CHEBI:136162
s_3142_vm,CHEBI:136162
s_3144_ce,CHEBI:136170
s_3144_erm,CHEBI:136170
s_3144_gm,CHEBI:136170
s_3144_lp,CHEBI:136170
s_3144_mm,CHEBI:136170
s_3144_vm,CHEBI:136170
s_3184_erm,"phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)"
s_3186_erm,"phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)"
s_3188_erm,"phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)"
s_3190_erm,"phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)"
s_3192_erm,"phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)"
s_3194_erm,"phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)"
s_3196_erm,"phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)"
s_3198_erm,CHEBI:85962
s_3199_erm,"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-16:1)"
s_3200_erm,"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-16:1)"
s_3201_erm,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-16:1)"
s_3202_erm,"phosphatidyl-N,N-dimethylethanolamine (1-18:1, 2-16:1)"
s_3203_erm,"phosphatidyl-N,N-dimethylethanolamine (1-16:0, 2-18:1)"
s_3204_erm,"phosphatidyl-N,N-dimethylethanolamine (1-16:1, 2-18:1)"
s_3205_erm,"phosphatidyl-N,N-dimethylethanolamine (1-18:0, 2-18:1)"
s_3206_erm,CHEBI:85963
s_3207_ce,CHEBI:134592
s_3207_erm,CHEBI:134592
s_3207_lp,CHEBI:134592
s_3207_mm,CHEBI:134592
s_3208_ce,CHEBI:134637
s_3208_erm,CHEBI:134637
s_3208_lp,CHEBI:134637
s_3208_mm,CHEBI:134637
s_3209_ce,CHEBI:86097
s_3209_erm,CHEBI:86097
s_3209_lp,CHEBI:86097
s_3209_mm,CHEBI:86097
s_3210_ce,CHEBI:86100
s_3210_erm,CHEBI:86100
s_3210_lp,CHEBI:86100
s_3210_mm,CHEBI:86100
s_3211_ce,CHEBI:134594
s_3211_erm,CHEBI:134594
s_3211_lp,CHEBI:134594
s_3211_mm,CHEBI:134594
s_3212_ce,CHEBI:84811
s_3212_erm,CHEBI:84811
s_3212_lp,CHEBI:84811
s_3212_mm,CHEBI:84811
s_3213_ce,CHEBI:75034
s_3213_erm,CHEBI:75034
s_3213_lp,CHEBI:75034
s_3213_mm,CHEBI:75034
s_3214_ce,CHEBI:74669
s_3214_erm,CHEBI:74669
s_3214_lp,CHEBI:74669
s_3214_mm,CHEBI:74669
s_3220_mm,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)"
s_3221_mm,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)"
s_3222_mm,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)"
s_3223_mm,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)"
s_3224_mm,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)"
s_3225_mm,"3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-18:1)"
s_3227_mm,CHEBI:136224
s_3229_mm,"phosphatidylglycerol (1-16:1, 2-16:1)"
s_3230_mm,CHEBI:89270
s_3231_mm,CHEBI:89093
s_3232_mm,CHEBI:84472
s_3233_mm,CHEBI:89398
s_3234_mm,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)"
s_3235_mm,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)"
s_3236_mm,"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)"
s_3237_mm,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)"
s_3238_mm,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)"
s_3239_mm,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)"
s_3240_mm,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)"
s_3241_mm,CHEBI:104873
s_3242_mm,"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)"
s_3243_mm,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1)"
s_3244_mm,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)"
s_3245_mm,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1)"
s_3246_mm,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)"
s_3247_mm,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)"
